ANNO;AteneoCOD;AteneoNOME;CorsoTIPO;PROVENIENZA;Genere;ISC
2023/2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";Laurea Magistrale Ciclo Unico;1;M;61
2023/2024;08701;Catania - Università degli studi;Laurea;0;F;13162
2023/2024;08701;Catania - Università degli studi;Laurea;0;M;10426
2023/2024;08701;Catania - Università degli studi;Laurea;1;F;151
2023/2024;08701;Catania - Università degli studi;Laurea;1;M;178
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale;0;F;3507
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale;0;M;2426
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale;1;F;79
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale;1;M;127
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;4645
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2866
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;104
2023/2024;08701;Catania - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;56
2023/2024;08701;Catania - Università degli studi;Vecchio Ordinamento;0;F;748
2023/2024;08701;Catania - Università degli studi;Vecchio Ordinamento;0;M;362
2023/2024;08701;Catania - Università degli studi;Vecchio Ordinamento;1;F;24
2023/2024;08701;Catania - Università degli studi;Vecchio Ordinamento;1;M;24
2023/2024;09001;Sassari - Università degli studi;Laurea;0;F;4535
2023/2024;09001;Sassari - Università degli studi;Laurea;0;M;2852
2023/2024;09001;Sassari - Università degli studi;Laurea;1;F;100
2023/2024;09001;Sassari - Università degli studi;Laurea;1;M;92
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale;0;F;1005
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale;0;M;567
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale;1;F;66
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale;1;M;39
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1379
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;738
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;337
2023/2024;09001;Sassari - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;188
2023/2024;09001;Sassari - Università degli studi;Vecchio Ordinamento;0;F;230
2023/2024;09001;Sassari - Università degli studi;Vecchio Ordinamento;0;M;68
2023/2024;09001;Sassari - Università degli studi;Vecchio Ordinamento;1;F;6
2023/2024;09001;Sassari - Università degli studi;Vecchio Ordinamento;1;M;6
2023/2024;09201;Cagliari - Università degli studi;Laurea;0;F;8842
2023/2024;09201;Cagliari - Università degli studi;Laurea;0;M;6899
2023/2024;09201;Cagliari - Università degli studi;Laurea;1;F;98
2023/2024;09201;Cagliari - Università degli studi;Laurea;1;M;71
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale;0;F;2357
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale;0;M;1485
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale;1;F;75
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale;1;M;47
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;2899
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;1153
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;209
2023/2024;09201;Cagliari - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;111
2023/2024;09201;Cagliari - Università degli studi;Vecchio Ordinamento;0;F;427
2023/2024;09201;Cagliari - Università degli studi;Vecchio Ordinamento;0;M;158
2023/2024;09201;Cagliari - Università degli studi;Vecchio Ordinamento;1;F;8
2023/2024;09201;Cagliari - Università degli studi;Vecchio Ordinamento;1;M;6
2022/2023;00101;Torino - Università degli studi;Laurea;0;F;23399
2022/2023;00101;Torino - Università degli studi;Laurea;0;M;15493
2022/2023;00101;Torino - Università degli studi;Laurea;1;F;5002
2022/2023;00101;Torino - Università degli studi;Laurea;1;M;3519
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale;0;F;5862
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale;0;M;3824
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale;1;F;4514
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale;1;M;2486
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;6786
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2663
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1537
2022/2023;00101;Torino - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;678
2022/2023;00101;Torino - Università degli studi;Vecchio Ordinamento;0;F;604
2022/2023;00101;Torino - Università degli studi;Vecchio Ordinamento;0;M;298
2022/2023;00101;Torino - Università degli studi;Vecchio Ordinamento;1;F;66
2022/2023;00101;Torino - Università degli studi;Vecchio Ordinamento;1;M;36
2022/2023;00102;Torino - Politecnico;Laurea;0;F;3288
2022/2023;00102;Torino - Politecnico;Laurea;0;M;8101
2022/2023;00102;Torino - Politecnico;Laurea;1;F;2509
2022/2023;00102;Torino - Politecnico;Laurea;1;M;5628
2022/2023;00102;Torino - Politecnico;Laurea Magistrale;0;F;2025
2022/2023;00102;Torino - Politecnico;Laurea Magistrale;0;M;4503
2022/2023;00102;Torino - Politecnico;Laurea Magistrale;1;F;2423
2022/2023;00102;Torino - Politecnico;Laurea Magistrale;1;M;5231
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea;0;F;3938
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea;0;M;2816
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea;1;F;1494
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea;1;M;1085
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale;0;F;701
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale;0;M;400
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale;1;F;297
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale;1;M;188
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale Ciclo Unico;0;F;1225
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale Ciclo Unico;0;M;631
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale Ciclo Unico;1;F;778
2022/2023;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Laurea Magistrale Ciclo Unico;1;M;377
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea;0;F;30
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea;0;M;47
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea;1;F;88
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea;1;M;94
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea Magistrale;0;F;17
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea Magistrale;0;M;8
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea Magistrale;1;F;14
2022/2023;00401;Bra (CN) - Università di Scienze Gastronomiche;Laurea Magistrale;1;M;22
2022/2023;00701;Aosta - Università degli studi;Laurea;0;F;241
2022/2023;00701;Aosta - Università degli studi;Laurea;0;M;154
2022/2023;00701;Aosta - Università degli studi;Laurea;1;F;292
2022/2023;00701;Aosta - Università degli studi;Laurea;1;M;65
2022/2023;00701;Aosta - Università degli studi;Laurea Magistrale;0;F;24
2022/2023;00701;Aosta - Università degli studi;Laurea Magistrale;0;M;24
2022/2023;00701;Aosta - Università degli studi;Laurea Magistrale;1;F;19
2022/2023;00701;Aosta - Università degli studi;Laurea Magistrale;1;M;9
2022/2023;00701;Aosta - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;96
2022/2023;00701;Aosta - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;14
2022/2023;00701;Aosta - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;9
2022/2023;00701;Aosta - Università degli studi;Vecchio Ordinamento;0;F;8
2022/2023;00701;Aosta - Università degli studi;Vecchio Ordinamento;0;M;1
2022/2023;01001;Genova - Università degli studi;Laurea;0;F;9393
2022/2023;01001;Genova - Università degli studi;Laurea;0;M;7720
2022/2023;01001;Genova - Università degli studi;Laurea;1;F;1924
2022/2023;01001;Genova - Università degli studi;Laurea;1;M;1694
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale;0;F;2183
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale;0;M;1935
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale;1;F;882
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale;1;M;862
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;2330
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;1029
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;814
2022/2023;01001;Genova - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;343
2022/2023;01001;Genova - Università degli studi;Vecchio Ordinamento;0;F;284
2022/2023;01001;Genova - Università degli studi;Vecchio Ordinamento;0;M;155
2022/2023;01001;Genova - Università degli studi;Vecchio Ordinamento;1;F;48
2022/2023;01001;Genova - Università degli studi;Vecchio Ordinamento;1;M;34
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea;0;F;340
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea;0;M;774
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea;1;F;134
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea;1;M;292
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale;0;F;224
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale;0;M;345
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale;1;F;205
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale;1;M;367
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale Ciclo Unico;0;F;11
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale Ciclo Unico;0;M;4
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale Ciclo Unico;1;F;4
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Laurea Magistrale Ciclo Unico;1;M;3
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Vecchio Ordinamento;0;F;2
2022/2023;01201;"Castellanza - Università ""Carlo Cattaneo""";Vecchio Ordinamento;0;M;2
2022/2023;01202;Varese - Università dell' Insubria;Laurea;0;F;4092
2022/2023;01202;Varese - Università dell' Insubria;Laurea;0;M;3686
2022/2023;01202;Varese - Università dell' Insubria;Laurea;1;F;308
2022/2023;01202;Varese - Università dell' Insubria;Laurea;1;M;243
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale;0;F;441
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale;0;M;388
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale;1;F;80
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale;1;M;87
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale Ciclo Unico;0;F;1166
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale Ciclo Unico;0;M;683
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale Ciclo Unico;1;F;125
2022/2023;01202;Varese - Università dell' Insubria;Laurea Magistrale Ciclo Unico;1;M;81
2022/2023;01202;Varese - Università dell' Insubria;Vecchio Ordinamento;0;F;34
2022/2023;01202;Varese - Università dell' Insubria;Vecchio Ordinamento;0;M;26
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea;0;F;3322
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea;0;M;2512
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea;1;F;16766
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea;1;M;15618
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale;0;F;744
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale;0;M;320
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale;1;F;5622
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale;1;M;3132
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale Ciclo Unico;0;F;73
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale Ciclo Unico;0;M;54
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale Ciclo Unico;1;F;930
2022/2023;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Laurea Magistrale Ciclo Unico;1;M;699
2022/2023;01501;Milano - Università degli studi;Laurea;0;F;16731
2022/2023;01501;Milano - Università degli studi;Laurea;0;M;12596
2022/2023;01501;Milano - Università degli studi;Laurea;1;F;3199
2022/2023;01501;Milano - Università degli studi;Laurea;1;M;2462
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale;0;F;4315
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale;0;M;3338
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale;1;F;2687
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale;1;M;1797
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;6064
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2951
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;1471
2022/2023;01501;Milano - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;818
2022/2023;01501;Milano - Università degli studi;Vecchio Ordinamento;0;F;562
2022/2023;01501;Milano - Università degli studi;Vecchio Ordinamento;0;M;364
2022/2023;01501;Milano - Università degli studi;Vecchio Ordinamento;1;F;62
2022/2023;01501;Milano - Università degli studi;Vecchio Ordinamento;1;M;70
2022/2023;01502;Milano - Politecnico;Laurea;0;F;5087
2022/2023;01502;Milano - Politecnico;Laurea;0;M;11558
2022/2023;01502;Milano - Politecnico;Laurea;1;F;3652
2022/2023;01502;Milano - Politecnico;Laurea;1;M;6327
2022/2023;01502;Milano - Politecnico;Laurea Magistrale;0;F;2914
2022/2023;01502;Milano - Politecnico;Laurea Magistrale;0;M;5796
2022/2023;01502;Milano - Politecnico;Laurea Magistrale;1;F;4859
2022/2023;01502;Milano - Politecnico;Laurea Magistrale;1;M;7110
2022/2023;01502;Milano - Politecnico;Laurea Magistrale Ciclo Unico;0;F;219
2022/2023;01502;Milano - Politecnico;Laurea Magistrale Ciclo Unico;0;M;259
2022/2023;01502;Milano - Politecnico;Laurea Magistrale Ciclo Unico;1;F;110
2022/2023;01502;Milano - Politecnico;Laurea Magistrale Ciclo Unico;1;M;87
2022/2023;01502;Milano - Politecnico;Vecchio Ordinamento;0;F;6
2022/2023;01502;Milano - Politecnico;Vecchio Ordinamento;0;M;18
2022/2023;01502;Milano - Politecnico;Vecchio Ordinamento;1;F;2
2022/2023;01502;Milano - Politecnico;Vecchio Ordinamento;1;M;2
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea;0;F;882
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea;0;M;1351
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea;1;F;2304
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea;1;M;3441
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale;0;F;442
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale;0;M;689
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale;1;F;1281
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale;1;M;1834
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale Ciclo Unico;0;F;251
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale Ciclo Unico;0;M;173
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale Ciclo Unico;1;F;523
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Laurea Magistrale Ciclo Unico;1;M;448
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Vecchio Ordinamento;0;F;24
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Vecchio Ordinamento;0;M;32
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Vecchio Ordinamento;1;F;6
2022/2023;01503;"Milano - Università commerciale ""Luigi Bocconi""";Vecchio Ordinamento;1;M;26
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea;0;F;11147
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea;0;M;5577
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea;1;F;4361
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea;1;M;2809
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea Magistrale;0;F;3529
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea Magistrale;0;M;1622
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea Magistrale;1;F;2960
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea Magistrale;1;M;1829
2022/2023;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Laurea Magistrale Ciclo Unico;0;F;3512
