AnnoA;ClasseNUMERO;SedeR;ResidenzaR;Isc
2024/2025;L-5;TOSCANA;REGIONE ESTERA;17
2024/2025;L-5;TOSCANA;SICILIA;17
2024/2025;L-5;UMBRIA;MARCHE;17
2024/2025;L-26;EMILIA ROMAGNA;LIGURIA;17
2024/2025;L-25;TOSCANA;LOMBARDIA;17
2024/2025;L-25;TOSCANA;EMILIA ROMAGNA;17
2024/2025;L-25;Provincia autonoma di TRENTO;EMILIA ROMAGNA;17
2024/2025;L-25;Provincia autonoma di BOLZANO;Provincia autonoma di TRENTO;17
2024/2025;L-25;LAZIO;UMBRIA;17
2024/2025;L-25;LOMBARDIA;EMILIA ROMAGNA;17
2024/2025;L-24;UMBRIA;Provincia autonoma di TRENTO;17
2024/2025;L-24;PIEMONTE;SARDEGNA;17
2024/2025;L-24;Provincia autonoma di TRENTO;FRIULI VENEZIA GIULIA;17
2024/2025;L-24;MARCHE;PUGLIA;17
2024/2025;L-3;TOSCANA;EMILIA ROMAGNA;17
2024/2025;L-3;PIEMONTE;CALABRIA;17
2024/2025;L-30;TOSCANA;LOMBARDIA;17
2024/2025;L-30;TOSCANA;MARCHE;17
2024/2025;L-31;LIGURIA;REGIONE ESTERA;17
2024/2025;L-32;LOMBARDIA;REGIONE ESTERA;17
2024/2025;L-31;Provincia autonoma di TRENTO;FRIULI VENEZIA GIULIA;17
2024/2025;L-31;Provincia autonoma di BOLZANO;LOMBARDIA;17
2024/2025;L-33;EMILIA ROMAGNA;LAZIO;17
2024/2025;L-33;Provincia autonoma di TRENTO;Provincia autonoma di BOLZANO;17
2024/2025;L-33;LOMBARDIA;SARDEGNA;17
2024/2025;L-33;LOMBARDIA;UMBRIA;17
2024/2025;L-35;EMILIA ROMAGNA;CAMPANIA;17
2024/2025;L-33;TOSCANA;BASILICATA;17
2024/2025;L-33;TOSCANA;LOMBARDIA;17
2024/2025;L-35;PIEMONTE;ABRUZZO;17
2024/2025;L-35;LOMBARDIA;LAZIO;17
2024/2025;L-9;MARCHE;EMILIA ROMAGNA;17
2024/2025;LM/SC-GIUR;LOMBARDIA;PIEMONTE;17
2024/2025;LM/GASTR;PIEMONTE;PIEMONTE;17
2024/2025;LM/DS;PIEMONTE;TOSCANA;17
2024/2025;LM/DS;TOSCANA;SICILIA;17
2024/2025;LM/SNT1;LAZIO;SICILIA;17
2024/2025;LM/SNT1;VENETO;Provincia autonoma di TRENTO;17
2024/2025;LM-12;ABRUZZO;ABRUZZO;17
2024/2025;LM-12;LOMBARDIA;CALABRIA;17
2024/2025;LM-13;ABRUZZO;CAMPANIA;17
2024/2025;LM-13;ABRUZZO;LAZIO;17
2024/2025;LM-14;TOSCANA;SARDEGNA;17
2024/2025;LM-14;PIEMONTE;LOMBARDIA;17
2024/2025;LM-16;LOMBARDIA;CALABRIA;17
2024/2025;LM-16;LOMBARDIA;LIGURIA;17
2024/2025;LM-15;TOSCANA;SICILIA;17
2024/2025;LM-13;PIEMONTE;CALABRIA;17
2024/2025;LM-13;LAZIO;MOLISE;17
2024/2025;LM-13;LOMBARDIA;ABRUZZO;17
2024/2025;LM-13;LIGURIA;LOMBARDIA;17
2024/2025;LM-13;VENETO;PUGLIA;17
2024/2025;LM-18;LOMBARDIA;SICILIA;17
2024/2025;LM-2;MARCHE;MARCHE;17
2024/2025;LM-19;LOMBARDIA;REGIONE ESTERA;17
2024/2025;LM-2;EMILIA ROMAGNA;MARCHE;17
2024/2025;LM-2;EMILIA ROMAGNA;Provincia autonoma di TRENTO;17
2024/2025;LM-18;VENETO;FRIULI VENEZIA GIULIA;17
2024/2025;LM-32;VENETO;LOMBARDIA;17
2024/2025;LM-31;TOSCANA;SICILIA;17
2024/2025;LM-31;LOMBARDIA;UMBRIA;17
2024/2025;LM-37;LOMBARDIA;CALABRIA;17
2024/2025;LM-38;EMILIA ROMAGNA;CALABRIA;17
2024/2025;LM-38;ABRUZZO;MOLISE;17
2024/2025;LM-27;Provincia autonoma di TRENTO;REGIONE ESTERA;17
2024/2025;LM-28;LAZIO;REGIONE ESTERA;17
2024/2025;LM-27;ABRUZZO;REGIONE ESTERA;17
2024/2025;LM-25;PIEMONTE;VENETO;17
2024/2025;LM-25;PIEMONTE;CAMPANIA;17
2024/2025;LM-25;LOMBARDIA;MARCHE;17
2024/2025;LM-30;LOMBARDIA;MARCHE;17
2024/2025;LM-22;EMILIA ROMAGNA;VENETO;17
2024/2025;LM-22;EMILIA ROMAGNA;PUGLIA;17
2024/2025;LM-21;VENETO;TOSCANA;17
2024/2025;LM-22;LOMBARDIA;PIEMONTE;17
2024/2025;LM-22;LOMBARDIA;TOSCANA;17
2024/2025;LM-22;EMILIA ROMAGNA;SICILIA;17
2024/2025;LM-22;LAZIO;REGIONE ESTERA;17
2024/2025;LM-21;LOMBARDIA;SARDEGNA;17
2024/2025;L-12;FRIULI VENEZIA GIULIA;REGIONE ESTERA;17
2024/2025;L-12;LOMBARDIA;LAZIO;17
2024/2025;L-12;PIEMONTE;CAMPANIA;17
2024/2025;L-12;LOMBARDIA;Provincia autonoma di TRENTO;17
2024/2025;L-13;EMILIA ROMAGNA;CAMPANIA;17
2024/2025;L-12;VENETO;PIEMONTE;17
2024/2025;L-13;EMILIA ROMAGNA;REGIONE ESTERA;17
2024/2025;L-13;UMBRIA;CAMPANIA;17
2024/2025;L-11;CAMPANIA;LOMBARDIA;17
2024/2025;L-10;LOMBARDIA;VENETO;17
2024/2025;L-10;UMBRIA;CALABRIA;17
2024/2025;L-11;TOSCANA;LOMBARDIA;17
2024/2025;L-12;CAMPANIA;MOLISE;17
2024/2025;L-11;PIEMONTE;SARDEGNA;17
2024/2025;L-11;FRIULI VENEZIA GIULIA;SICILIA;17
2024/2025;L/SNT1;CAMPANIA;BASILICATA;17
2024/2025;L/SNT1;ABRUZZO;MARCHE;17
2024/2025;L/GASTR;Provincia autonoma di BOLZANO;Provincia autonoma di BOLZANO;17
2024/2025;L/SNT1;LIGURIA;SARDEGNA;17
2024/2025;L/SNT1;PIEMONTE;SARDEGNA;17
2024/2025;L/SNT2;EMILIA ROMAGNA;ABRUZZO;17
2024/2025;L/SNT3;VENETO;SICILIA;17
2024/2025;L-1;LAZIO;EMILIA ROMAGNA;17
2024/2025;L-1;EMILIA ROMAGNA;TOSCANA;17
2024/2025;L-1;LAZIO;VENETO;17
2024/2025;L-1;LOMBARDIA;LIGURIA;17
2024/2025;L-1;PIEMONTE;SICILIA;17
2024/2025;L-1;PUGLIA;BASILICATA;17
2024/2025;L-1;VENETO;LAZIO;17
2024/2025;L-1;TOSCANA;VENETO;17
2024/2025;L-1;TOSCANA;SARDEGNA;17
2024/2025;L-10;BASILICATA;CAMPANIA;17
2024/2025;L-15;LAZIO;CAMPANIA;17
2024/2025;L-14;EMILIA ROMAGNA;TOSCANA;17
2024/2025;L-14;LOMBARDIA;ABRUZZO;17
2024/2025;L-14;MARCHE;UMBRIA;17
2024/2025;L-17;LOMBARDIA;SARDEGNA;17
2024/2025;L-18;Provincia autonoma di TRENTO;FRIULI VENEZIA GIULIA;17
2024/2025;L-17;TOSCANA;UMBRIA;17
2024/2025;L-18;MOLISE;PUGLIA;17
2024/2025;L-20;MARCHE;REGIONE ESTERA;17
2024/2025;L-20;MARCHE;LOMBARDIA;17
2024/2025;L-20;Provincia autonoma di BOLZANO;Provincia autonoma di TRENTO;17
2024/2025;L-2;PIEMONTE;REGIONE ESTERA;17
2024/2025;L-2;MARCHE;LOMBARDIA;17
2024/2025;L-2;PIEMONTE;LIGURIA;17
2024/2025;L-2;EMILIA ROMAGNA;PIEMONTE;17
2024/2025;L-2;ABRUZZO;MARCHE;17
2024/2025;L-19;LOMBARDIA;EMILIA ROMAGNA;17
2024/2025;L-19;UMBRIA;SICILIA;17
2024/2025;L-19;TOSCANA;LIGURIA;17
2024/2025;L-24;LAZIO;LIGURIA;17
2024/2025;L-24;CAMPANIA;PUGLIA;17
2024/2025;L-23;PIEMONTE;PUGLIA;17
2024/2025;L-23;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;17
2024/2025;L-21;VENETO;Provincia autonoma di TRENTO;17
2024/2025;L-20;VENETO;EMILIA ROMAGNA;17
2024/2025;L-22;MARCHE;SICILIA;17
2024/2025;L-22;EMILIA ROMAGNA;ABRUZZO;17
2023/2024;LM-78;LOMBARDIA;LAZIO;17
2023/2024;LM-78;LOMBARDIA;PUGLIA;17
2023/2024;LM-8;VENETO;FRIULI VENEZIA GIULIA;17
2023/2024;LM-8;LOMBARDIA;EMILIA ROMAGNA;17
2023/2024;LM-8;EMILIA ROMAGNA;CALABRIA;17
2023/2024;LM-8;LOMBARDIA;PUGLIA;17
2023/2024;LM-74;UMBRIA;REGIONE ESTERA;17
2023/2024;LM-75;LOMBARDIA;PIEMONTE;17
2023/2024;LM-75;FRIULI VENEZIA GIULIA;VENETO;17
2023/2024;LM-76;VENETO;LAZIO;17
2023/2024;LM-77;TOSCANA;ABRUZZO;17
2023/2024;LM-65;VENETO;SICILIA;17
2023/2024;LM-67;ABRUZZO;MARCHE;17
2023/2024;LM-65;PIEMONTE;LIGURIA;17
2023/2024;LM-65;LAZIO;SARDEGNA;17
2023/2024;LM-65;EMILIA ROMAGNA;MARCHE;17
2023/2024;LM-65;CALABRIA;CALABRIA;17
2023/2024;LM-65;EMILIA ROMAGNA;LAZIO;17
2023/2024;LM-64;EMILIA ROMAGNA;EMILIA ROMAGNA;17
2023/2024;LM-62;LOMBARDIA;TOSCANA;17
2023/2024;LM-73;CAMPANIA;CAMPANIA;17
2023/2024;LM-67;LAZIO;SICILIA;17
2023/2024;LM-85;EMILIA ROMAGNA;Provincia autonoma di TRENTO;17
2023/2024;LM-85;EMILIA ROMAGNA;PUGLIA;17
2023/2024;LM-85 bis;CAMPANIA;CALABRIA;17
2023/2024;LM-87;ABRUZZO;LAZIO;17
2023/2024;LM-86;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;17
2023/2024;LM-86;SARDEGNA;REGIONE ESTERA;17
2023/2024;LM-87;PUGLIA;BASILICATA;17
2023/2024;LM-87;SICILIA;CALABRIA;17
2023/2024;LM-87;TOSCANA;PUGLIA;17
2023/2024;LM-87;FRIULI VENEZIA GIULIA;VENETO;17
2023/2024;LM-87;MARCHE;SICILIA;17
2023/2024;LM-9;LAZIO;SICILIA;17
2023/2024;LM-91;LOMBARDIA;CAMPANIA;17
2023/2024;LM-89;LAZIO;CALABRIA;17
2023/2024;LM-89;Provincia autonoma di TRENTO;VENETO;17
2023/2024;LM-89;VENETO;Provincia autonoma di TRENTO;17
2023/2024;LM-88;UMBRIA;LAZIO;17
2023/2024;LM-88;EMILIA ROMAGNA;MARCHE;17
2023/2024;LM-88;EMILIA ROMAGNA;CAMPANIA;17
2023/2024;LM-88;LOMBARDIA;SICILIA;17
2023/2024;LMG/01;UMBRIA;ABRUZZO;17
2023/2024;LM-Sc.Mat.;VENETO;VENETO;17
2023/2024;LM-94;VENETO;EMILIA ROMAGNA;17
2023/2024;LM-94;LAZIO;ABRUZZO;17
2023/2024;LM-94;LAZIO;CALABRIA;17
2023/2024;LM-92;EMILIA ROMAGNA;VENETO;17
2023/2024;LM-92;TOSCANA;SICILIA;17
2023/2024;LM-91;LOMBARDIA;VENETO;17
2024/2025;LM-53;LOMBARDIA;EMILIA ROMAGNA;17
2024/2025;LM-54;CALABRIA;REGIONE ESTERA;17
2024/2025;LM-51;TOSCANA;UMBRIA;17
2024/2025;LM-51;TOSCANA;PUGLIA;17
2024/2025;LM-52;CAMPANIA;REGIONE ESTERA;17
2024/2025;LM-52;CAMPANIA;SICILIA;17
2024/2025;LM-52;LAZIO;FRIULI VENEZIA GIULIA;17
2024/2025;LM-52;LAZIO;BASILICATA;17
2024/2025;LM-52;EMILIA ROMAGNA;SARDEGNA;17
2024/2025;LM-56;VENETO;SICILIA;17
2024/2025;LM-56;PIEMONTE;CAMPANIA;17
2024/2025;LM-56;LAZIO;VENETO;17
2024/2025;LM-56;ABRUZZO;MOLISE;17
2024/2025;LM-54;LOMBARDIA;REGIONE ESTERA;17
2024/2025;LM-67;EMILIA ROMAGNA;MARCHE;17
2024/2025;LM-67;FRIULI VENEZIA GIULIA;VENETO;17
2024/2025;LM-67;LOMBARDIA;SICILIA;17
2024/2025;LM-67;TOSCANA;CAMPANIA;17
2024/2025;LM-67;VENETO;Provincia autonoma di TRENTO;17
2024/2025;LM-68;MARCHE;EMILIA ROMAGNA;17
2024/2025;LM-69;EMILIA ROMAGNA;PUGLIA;17
2024/2025;LM-69;EMILIA ROMAGNA;VENETO;17
2024/2025;LM-65;LAZIO;BASILICATA;17
2024/2025;LM-63;LOMBARDIA;VENETO;17
2024/2025;LM-63;UMBRIA;UMBRIA;17
2024/2025;LM-65;LAZIO;UMBRIA;17
2024/2025;LM-65;LAZIO;MARCHE;17
2024/2025;LM-65;VENETO;TOSCANA;17
2024/2025;LM-66;LOMBARDIA;PIEMONTE;17
2024/2025;LM-66;LOMBARDIA;PUGLIA;17
2024/2025;LM-6;LOMBARDIA;LIGURIA;17
2024/2025;LM-6;VENETO;LOMBARDIA;17
2024/2025;LM-61;EMILIA ROMAGNA;PUGLIA;17
2024/2025;LM-41;SICILIA;LIGURIA;17
2024/2025;LM-41;VENETO;BASILICATA;17
2024/2025;LM-4;EMILIA ROMAGNA;EMILIA ROMAGNA;17
2024/2025;LM-4;LOMBARDIA;ABRUZZO;17
2024/2025;LM-39;VENETO;SICILIA;17
2024/2025;LM-39;LAZIO;REGIONE ESTERA;17
2024/2025;LM-39;TOSCANA;MARCHE;17
2024/2025;LM-40;FRIULI VENEZIA GIULIA;VENETO;17
2024/2025;LM-40;LOMBARDIA;REGIONE ESTERA;17
2024/2025;LM-40;Provincia autonoma di TRENTO;PUGLIA;17
2024/2025;LM-42;SICILIA;LOMBARDIA;17
2024/2025;LM-44;PIEMONTE;LOMBARDIA;17
2024/2025;LM-45;LOMBARDIA;VENETO;17
2024/2025;LM-49;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;17
2024/2025;LM-51;LOMBARDIA;Provincia autonoma di TRENTO;17
2024/2025;LM-51;ABRUZZO;UMBRIA;17
2024/2025;LM-77;VENETO;CAMPANIA;17
2024/2025;LM-78;LAZIO;CALABRIA;17
2024/2025;LM-8;LOMBARDIA;PUGLIA;17
2024/2025;LM-80;EMILIA ROMAGNA;LOMBARDIA;17
2024/2025;LM-77;EMILIA ROMAGNA;Provincia autonoma di TRENTO;17
2024/2025;LM-75;FRIULI VENEZIA GIULIA;VENETO;17
2024/2025;LM-73;CALABRIA;CALABRIA;17
2024/2025;LM-84;LAZIO;REGIONE ESTERA;17
2024/2025;LM-84;PIEMONTE;LOMBARDIA;17
2024/2025;LM-85 bis;LAZIO;EMILIA ROMAGNA;17
2024/2025;LM-89;TOSCANA;LIGURIA;17
2024/2025;LM-88;VENETO;EMILIA ROMAGNA;17
2024/2025;LM-89;EMILIA ROMAGNA;UMBRIA;17
2024/2025;LM-89;FRIULI VENEZIA GIULIA;VENETO;17
2024/2025;LM-89;EMILIA ROMAGNA;LAZIO;17
2024/2025;LM-88;EMILIA ROMAGNA;CAMPANIA;17
2024/2025;LM-85 bis;UMBRIA;VENETO;17
2024/2025;LM-85 bis;TOSCANA;UMBRIA;17
2024/2025;LM-87;Provincia autonoma di TRENTO;LOMBARDIA;17
2024/2025;LM-87;PUGLIA;BASILICATA;17
2024/2025;LM-91;LOMBARDIA;PUGLIA;17
2024/2025;LM-92;EMILIA ROMAGNA;CAMPANIA;17
2024/2025;LM-94;EMILIA ROMAGNA;VENETO;17
2024/2025;LM-92;VENETO;LOMBARDIA;17
2024/2025;LM-9;MARCHE;EMILIA ROMAGNA;17
2024/2025;LM-9;PIEMONTE;CALABRIA;17
2024/2025;LM-9;ABRUZZO;REGIONE ESTERA;17
2024/2025;LM-9;EMILIA ROMAGNA;CAMPANIA;17
2024/2025;LM-90;UMBRIA;UMBRIA;17
2024/2025;LM-9;TOSCANA;EMILIA ROMAGNA;17
2024/2025;LM-9;SICILIA;CALABRIA;17
2024/2025;LMG/01;Provincia autonoma di TRENTO;LIGURIA;17
2024/2025;LMG/01;PIEMONTE;CAMPANIA;17
2024/2025;LMG/01;MOLISE;PUGLIA;17
2024/2025;LMG/01;FRIULI VENEZIA GIULIA;SICILIA;17
2024/2025;LMG/01;UMBRIA;PUGLIA;16
2024/2025;LMR/02;SARDEGNA;SARDEGNA;16
2024/2025;LM-90;UMBRIA;REGIONE ESTERA;16
2024/2025;LM-9;EMILIA ROMAGNA;LAZIO;16
2024/2025;LM-89;VENETO;Provincia autonoma di TRENTO;16
2024/2025;LM-9;LOMBARDIA;VENETO;16
2024/2025;LM-9;PIEMONTE;EMILIA ROMAGNA;16
2024/2025;LM-9;LAZIO;SICILIA;16
2024/2025;LM-94;CALABRIA;CALABRIA;16
2024/2025;LM-94;EMILIA ROMAGNA;PUGLIA;16
2024/2025;LM-94;FRIULI VENEZIA GIULIA;CAMPANIA;16
2024/2025;LM-92;LIGURIA;REGIONE ESTERA;16
2024/2025;LM-92;TOSCANA;SICILIA;16
2024/2025;LM-87;PIEMONTE;SICILIA;16
2024/2025;LM-87;TOSCANA;PUGLIA;16
2024/2025;LM-87;LOMBARDIA;PUGLIA;16
2024/2025;LM-87;CAMPANIA;BASILICATA;16
2024/2025;LM-88;LOMBARDIA;CAMPANIA;16
2024/2025;LM-88;LOMBARDIA;VENETO;16
2024/2025;LM-89;TOSCANA;PUGLIA;16
2024/2025;LM-89;TOSCANA;SICILIA;16
2024/2025;LM-89;LAZIO;TOSCANA;16
2024/2025;LM-85 bis;LAZIO;LOMBARDIA;16
2024/2025;LM-85 bis;LAZIO;MARCHE;16
2024/2025;LM-85 bis;LOMBARDIA;CAMPANIA;16
2024/2025;LM-85;EMILIA ROMAGNA;TOSCANA;16
2024/2025;LM-85;VENETO;Provincia autonoma di BOLZANO;16
2024/2025;LM-82;VENETO;LOMBARDIA;16
2024/2025;LM-71;EMILIA ROMAGNA;MARCHE;16
2024/2025;LM-71;LIGURIA;LIGURIA;16
2024/2025;LM-74;BASILICATA;BASILICATA;16
2024/2025;LM-70;MOLISE;CAMPANIA;16
2024/2025;LM-76;VENETO;EMILIA ROMAGNA;16
2024/2025;LM-76;VENETO;TOSCANA;16
2024/2025;LM-77;ABRUZZO;BASILICATA;16
2024/2025;LM-81;PIEMONTE;PUGLIA;16
2024/2025;LM-8;EMILIA ROMAGNA;CALABRIA;16
2024/2025;LM-78;TOSCANA;VENETO;16
2024/2025;LM-78;PIEMONTE;SICILIA;16
2024/2025;LM-78;LOMBARDIA;LIGURIA;16
2024/2025;LM-78;LOMBARDIA;TOSCANA;16
2024/2025;LM-77;UMBRIA;LAZIO;16
2024/2025;LM-51;MARCHE;PUGLIA;16
2024/2025;LM-49;LOMBARDIA;VENETO;16
2024/2025;LM-4cu;EMILIA ROMAGNA;REGIONE ESTERA;16
2024/2025;LM-4cu;CAMPANIA;PUGLIA;16
2024/2025;LM-4cu;PUGLIA;BASILICATA;16
2024/2025;LM-46;EMILIA ROMAGNA;SICILIA;16
2024/2025;LM-47;MOLISE;MOLISE;16
2024/2025;LM-42;TOSCANA;LOMBARDIA;16
2024/2025;LM-42;UMBRIA;REGIONE ESTERA;16
2024/2025;LM-40;ABRUZZO;ABRUZZO;16
2024/2025;LM-40;EMILIA ROMAGNA;REGIONE ESTERA;16
2024/2025;LM-4;PIEMONTE;VALLE D'AOSTA;16
2024/2025;LM-4;PIEMONTE;CALABRIA;16
2024/2025;LM-41;CALABRIA;UMBRIA;16
2024/2025;LM-41;CAMPANIA;MARCHE;16
2024/2025;LM-41;CAMPANIA;ABRUZZO;16
2024/2025;LM-39;TOSCANA;CALABRIA;16
2024/2025;LM-39;PIEMONTE;SICILIA;16
2024/2025;LM-39;LOMBARDIA;SICILIA;16
2024/2025;LM-39;EMILIA ROMAGNA;LAZIO;16
2024/2025;LM-4;EMILIA ROMAGNA;LOMBARDIA;16
2024/2025;LM-42;ABRUZZO;LOMBARDIA;16
2024/2025;LM-41;PUGLIA;VENETO;16
2024/2025;LM-41;MOLISE;TOSCANA;16
2024/2025;LM-41;MOLISE;PIEMONTE;16
2024/2025;LM-41;MARCHE;UMBRIA;16
2024/2025;LM-41;MOLISE;LOMBARDIA;16
2024/2025;LM-41;LIGURIA;TOSCANA;16
2024/2025;LM-61;LOMBARDIA;EMILIA ROMAGNA;16
2024/2025;LM-62;MARCHE;EMILIA ROMAGNA;16
2024/2025;LM-62;UMBRIA;UMBRIA;16
2024/2025;LM-6;MARCHE;MOLISE;16
2024/2025;LM-65;VENETO;SICILIA;16
2024/2025;LM-65;PIEMONTE;SICILIA;16
2024/2025;LM-69;MOLISE;CAMPANIA;16
2024/2025;LM-69;MARCHE;ABRUZZO;16
2024/2025;LM-67;LOMBARDIA;PUGLIA;16
2024/2025;LM-67;LAZIO;SICILIA;16
2024/2025;LM-56;LOMBARDIA;LIGURIA;16
2024/2025;LM-56;LAZIO;LOMBARDIA;16
2024/2025;LM-56;PIEMONTE;TOSCANA;16
2024/2025;LM-56;SARDEGNA;REGIONE ESTERA;16
2024/2025;LM-59;LOMBARDIA;UMBRIA;16
2024/2025;LM-59;PIEMONTE;LOMBARDIA;16
2024/2025;LM-52;LAZIO;MOLISE;16
2024/2025;LM-52;CAMPANIA;CALABRIA;16
2024/2025;LM-51;TOSCANA;SICILIA;16
2024/2025;LM-51;UMBRIA;VENETO;16
2024/2025;LM-51;PIEMONTE;FRIULI VENEZIA GIULIA;16
2024/2025;LM-52;TOSCANA;FRIULI VENEZIA GIULIA;16
2024/2025;LM-52;TOSCANA;LOMBARDIA;16
2024/2025;LM-52;TOSCANA;UMBRIA;16
2024/2025;LM-52;PIEMONTE;REGIONE ESTERA;16
2024/2025;LM-52;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;16
2024/2025;LM-52;LOMBARDIA;TOSCANA;16
2023/2024;LM-92;LIGURIA;REGIONE ESTERA;16
2023/2024;LM-92;EMILIA ROMAGNA;CAMPANIA;16
2023/2024;LM-92;LOMBARDIA;CAMPANIA;16
2023/2024;LM-92;LOMBARDIA;VENETO;16
2023/2024;LM-94;LAZIO;TOSCANA;16
2023/2024;LM-94;EMILIA ROMAGNA;PUGLIA;16
2023/2024;LM-94;EMILIA ROMAGNA;VENETO;16
2023/2024;LM-Data;LAZIO;REGIONE ESTERA;16
2023/2024;LMG/01;MARCHE;LOMBARDIA;16
2023/2024;LM-Sc.Mat.;PIEMONTE;REGIONE ESTERA;16
2023/2024;L-P03;LIGURIA;LIGURIA;16
2023/2024;LMG/01;TOSCANA;MOLISE;16
2024/2025;99999;LAZIO;BASILICATA;16
2024/2025;99999;EMILIA ROMAGNA;CALABRIA;16
2024/2025;99999;CAMPANIA;CALABRIA;16
2024/2025;L/DS;EMILIA ROMAGNA;TOSCANA;16
2024/2025;L/DS;EMILIA ROMAGNA;REGIONE ESTERA;16
2023/2024;LM-88;Provincia autonoma di TRENTO;REGIONE ESTERA;16
2023/2024;LM-89;EMILIA ROMAGNA;SARDEGNA;16
2023/2024;LM-89;TOSCANA;LOMBARDIA;16
2023/2024;LM-90;UMBRIA;UMBRIA;16
2023/2024;LM-9;TOSCANA;LOMBARDIA;16
2023/2024;LM-9;EMILIA ROMAGNA;CAMPANIA;16
2023/2024;LM-87;Provincia autonoma di TRENTO;LOMBARDIA;16
2023/2024;LM-88;ABRUZZO;PUGLIA;16
2023/2024;LM-86;EMILIA ROMAGNA;LOMBARDIA;16
2023/2024;LM-85 bis;ABRUZZO;CAMPANIA;16
2023/2024;LM-85 bis;LAZIO;MARCHE;16
2023/2024;LM-85 bis;EMILIA ROMAGNA;PIEMONTE;16
2023/2024;LM-85 bis;MARCHE;CAMPANIA;16
2023/2024;LM-67;MOLISE;PUGLIA;16
2023/2024;LM-67;EMILIA ROMAGNA;CAMPANIA;16
2023/2024;LM-67;EMILIA ROMAGNA;MARCHE;16
2023/2024;LM-67;FRIULI VENEZIA GIULIA;VENETO;16
2023/2024;LM-69;MOLISE;MOLISE;16
2023/2024;LM-72;SICILIA;CALABRIA;16
2023/2024;LM-74;EMILIA ROMAGNA;LOMBARDIA;16
2023/2024;LM-70;SICILIA;REGIONE ESTERA;16
2023/2024;LM-62;MARCHE;EMILIA ROMAGNA;16
2023/2024;LM-62;LAZIO;EMILIA ROMAGNA;16
2023/2024;LM-61;LAZIO;CALABRIA;16
2023/2024;LM-65;LAZIO;BASILICATA;16
2023/2024;LM-65;LOMBARDIA;SICILIA;16
2023/2024;LM-65;TOSCANA;LIGURIA;16
2023/2024;LM-77;Provincia autonoma di TRENTO;TOSCANA;16
2023/2024;LM-77;MOLISE;CAMPANIA;16
2023/2024;LM-77;LOMBARDIA;Provincia autonoma di BOLZANO;16
2023/2024;LM-77;CAMPANIA;LAZIO;16
2023/2024;LM-8;LOMBARDIA;LAZIO;16
2023/2024;LM-78;LOMBARDIA;LIGURIA;16
2023/2024;LM-78;LAZIO;CALABRIA;16
2023/2024;LM-78;TOSCANA;LIGURIA;16
2023/2024;LM-82;EMILIA ROMAGNA;LAZIO;16
2023/2024;LM-82;EMILIA ROMAGNA;LOMBARDIA;16
2023/2024;LM-81;PIEMONTE;SICILIA;16
2024/2025;L-22;EMILIA ROMAGNA;LIGURIA;16
2024/2025;L-20;TOSCANA;SARDEGNA;16
2024/2025;L-23;ABRUZZO;PUGLIA;16
2024/2025;L-24;EMILIA ROMAGNA;ABRUZZO;16
2024/2025;L-24;EMILIA ROMAGNA;LAZIO;16
2024/2025;L-19;UMBRIA;CALABRIA;16
2024/2025;L-19;PIEMONTE;SICILIA;16
2024/2025;L-19;LAZIO;VENETO;16
2024/2025;L-2;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;16
2024/2025;L-2;LOMBARDIA;CALABRIA;16
2024/2025;L-20;PIEMONTE;ABRUZZO;16
2024/2025;L-17;PIEMONTE;VENETO;16
2024/2025;L-18;UMBRIA;BASILICATA;16
2024/2025;L-18;UMBRIA;CALABRIA;16
2024/2025;L-18;PUGLIA;REGIONE ESTERA;16
2024/2025;L-18;VENETO;SARDEGNA;16
2024/2025;L-19;ABRUZZO;MOLISE;16
2024/2025;L-19;ABRUZZO;BASILICATA;16
2024/2025;L-18;UMBRIA;PUGLIA;16
2024/2025;L-18;VENETO;CAMPANIA;16
2024/2025;L-17;LIGURIA;REGIONE ESTERA;16
2024/2025;L-16;PUGLIA;BASILICATA;16
2024/2025;L-16;PUGLIA;LAZIO;16
2024/2025;L-15;LOMBARDIA;SICILIA;16
2024/2025;L-15;PIEMONTE;SARDEGNA;16
2024/2025;L-14;LOMBARDIA;Provincia autonoma di TRENTO;16
2024/2025;L-10;EMILIA ROMAGNA;Provincia autonoma di TRENTO;16
2024/2025;L-1;UMBRIA;LAZIO;16
2024/2025;L-1;UMBRIA;MARCHE;16
2024/2025;L-1;PIEMONTE;LOMBARDIA;16
2024/2025;L/SNT2;CAMPANIA;BASILICATA;16
2024/2025;L/SNT2;EMILIA ROMAGNA;CALABRIA;16
2024/2025;L/SNT2;ABRUZZO;MOLISE;16
2024/2025;L/SNT1;UMBRIA;CALABRIA;16
2024/2025;L/SNT2;LOMBARDIA;PUGLIA;16
2024/2025;L/SNT1;LOMBARDIA;SARDEGNA;16
2024/2025;L/SNT1;MARCHE;EMILIA ROMAGNA;16
2024/2025;L-11;LIGURIA;TOSCANA;16
2024/2025;L-11;TOSCANA;LAZIO;16
2024/2025;L-10;UMBRIA;TOSCANA;16
2024/2025;L-13;UMBRIA;ABRUZZO;16
2024/2025;L-13;UMBRIA;REGIONE ESTERA;16
2024/2025;L-13;VENETO;PIEMONTE;16
