AnnoA;CorsoTIPO;AnnoNascita;SESSO;Isc
2015/2016;Laurea Magistrale - dm 270/04;1953;M;10
2015/2016;Laurea Magistrale - dm 270/04;1949;M;10
2015/2016;Laurea - dm 270/04;1947;M;10
2015/2016;Laurea Magistrale - dm 270/04;1950;M;9
2015/2016;Laurea - dm 270/04;1950;F;9
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;9
2015/2016;Laurea Magistrale - dm 270/04;1956;F;9
2015/2016;Laurea Specialistica - dm 509/99;1992;F;9
2015/2016;Laurea Specialistica - dm 509/99;1989;M;9
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;M;8
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;M;8
2015/2016;Laurea - dm 270/04;1945;M;8
2015/2016;Laurea - dm 270/04;1952;F;7
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;F;7
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;7
2015/2016;Laurea Specialistica - dm 509/99;1994;M;7
2015/2016;Laurea Magistrale - dm 270/04;1996;F;7
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;F;6
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;F;6
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;6
2015/2016;Laurea Magistrale - dm 270/04;1952;F;6
2015/2016;Laurea Magistrale - dm 270/04;1951;F;6
2015/2016;Laurea Magistrale - dm 270/04;1951;M;6
2015/2016;Laurea Magistrale - dm 270/04;1953;F;6
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;M;6
2015/2016;Laurea Magistrale - dm 270/04;1955;F;6
2015/2016;Laurea - dm 270/04;1942;M;6
2015/2016;Laurea - dm 270/04;1946;F;5
2015/2016;Laurea - dm 270/04;1946;M;5
2015/2016;Laurea - dm 270/04;1948;F;5
2015/2016;Laurea - dm 270/04;1940;M;5
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;5
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;F;5
2015/2016;Laurea  - dm 509/99;1997;F;5
2015/2016;Laurea  - dm 509/99;1991;M;4
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;4
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;4
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;4
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;4
2015/2016;Laurea Magistrale - dm 270/04;1950;F;4
2015/2016;Laurea - dm 270/04;1951;F;4
2015/2016;Laurea Magistrale - dm 270/04;1952;M;4
2015/2016;Laurea Magistrale - dm 270/04;1954;F;4
2015/2016;Laurea Magistrale - dm 270/04;1947;F;4
2015/2016;Laurea Magistrale - dm 270/04;1948;M;4
2015/2016;Laurea - dm 270/04;1949;F;4
2015/2016;Laurea - dm 270/04;1943;M;4
2015/2016;Laurea Magistrale - dm 270/04;1943;M;4
2015/2016;Laurea - dm 270/04;1939;M;3
2015/2016;Laurea Magistrale - dm 270/04;1942;F;3
2015/2016;Laurea - dm 270/04;1944;M;3
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;M;3
2015/2016;Laurea Magistrale - dm 270/04;1940;M;3
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;M;3
2015/2016;Laurea  - dm 509/99;1992;M;3
2015/2016;Laurea Specialistica - dm 509/99;1988;M;3
2015/2016;Laurea Specialistica - dm 509/99;1987;F;2
2015/2016;Laurea Specialistica - dm 509/99;1988;F;2
2015/2016;Laurea  - dm 509/99;1991;F;2
2015/2016;Laurea  - dm 509/99;1993;F;2
2015/2016;Laurea  - dm 509/99;1994;F;2
2015/2016;Laurea Magistrale - dm 270/04;1996;M;2
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;2
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;F;2
2015/2016;Laurea  - dm 509/99;1964;M;2
2015/2016;Laurea  - dm 509/99;1978;M;2
2015/2016;Laurea - dm 270/04;1941;M;2
2015/2016;Laurea Magistrale - dm 270/04;1937;M;2
2015/2016;Laurea - dm 270/04;1938;M;2
2015/2016;Laurea Magistrale - dm 270/04;1938;M;2
2015/2016;Laurea - dm 270/04;1932;M;2
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;F;2
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;M;2
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1949;M;2
2015/2016;Laurea - dm 270/04;1943;F;2
2015/2016;Laurea - dm 270/04;1944;F;2
2015/2016;Laurea Magistrale - dm 270/04;1939;M;2
2015/2016;Laurea Magistrale - dm 270/04;1947;M;2
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1947;M;2
2015/2016;Laurea Magistrale - dm 270/04;1946;M;2
2015/2016;Laurea - dm 270/04;1947;F;2
2015/2016;Laurea Magistrale - dm 270/04;1946;F;1
2015/2016;Laurea Magistrale - dm 270/04;1948;F;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1949;F;1
2015/2016;Laurea Magistrale - dm 270/04;1949;F;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1943;M;1
2015/2016;Laurea Magistrale - dm 270/04;1942;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1942;M;1
2015/2016;Laurea Magistrale - dm 270/04;1945;F;1
2015/2016;Laurea Magistrale - dm 270/04;1944;F;1
2015/2016;Laurea Magistrale - dm 270/04;1944;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1944;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;F;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;F;1
2015/2016;Laurea - dm 270/04;1933;M;1
2015/2016;Laurea Magistrale - dm 270/04;1933;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1933;M;1
2015/2016;Laurea - dm 270/04;1934;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1935;M;1
2015/2016;Laurea - dm 270/04;1936;M;1
2015/2016;Laurea - dm 270/04;1937;M;1
2015/2016;Laurea - dm 270/04;1939;F;1
2015/2016;Laurea - dm 270/04;1938;F;1
2015/2016;Laurea Magistrale - dm 270/04;1941;M;1
2015/2016;Laurea Specialistica - dm 509/99;1980;M;1
2015/2016;Laurea  - dm 509/99;1980;M;1
2015/2016;Laurea Specialistica - dm 509/99;1972;M;1
2015/2016;Laurea  - dm 509/99;1973;M;1
2015/2016;Laurea Specialistica - dm 509/99;1968;M;1
2015/2016;Laurea  - dm 509/99;1969;M;1
2015/2016;Laurea Specialistica - dm 509/99;1964;M;1
2015/2016;Laurea Specialistica - dm 509/99;1963;M;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;F;1
2015/2016;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;F;1
2015/2016;Laurea Specialistica - dm 509/99;1994;F;1
2015/2016;Laurea - dm 270/04;1999;M;1
2015/2016;Laurea  - dm 509/99;1988;F;1
2015/2016;Laurea  - dm 509/99;1988;M;1
2015/2016;Laurea  - dm 509/99;1987;M;1
2015/2016;Laurea  - dm 509/99;1989;M;1
2015/2016;Laurea Specialistica - dm 509/99;1989;F;1
2015/2016;Laurea  - dm 509/99;1990;F;1
2015/2016;Laurea Specialistica - dm 509/99;1990;F;1
2015/2016;Laurea Specialistica - dm 509/99;1983;F;1
2015/2016;Laurea Specialistica - dm 509/99;1982;M;1
2015/2016;Laurea Specialistica - dm 509/99;1984;M;1
2015/2016;Laurea  - dm 509/99;1985;F;1
2015/2016;Laurea  - dm 509/99;1986;M;1
2014/2015;Laurea - dm 270/04;1995;F;81103
2014/2015;Laurea - dm 270/04;1995;M;64132
2014/2015;Laurea - dm 270/04;1994;F;27037
2014/2015;Laurea - dm 270/04;1994;M;22965
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;F;20113
2014/2015;Laurea Magistrale - dm 270/04;1992;F;16470
2014/2015;Laurea Magistrale - dm 270/04;1991;F;15771
2014/2015;Laurea Magistrale - dm 270/04;1992;M;12287
2014/2015;Laurea Magistrale - dm 270/04;1991;M;11147
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;M;10764
2014/2015;Laurea - dm 270/04;1993;M;10570
2014/2015;Laurea - dm 270/04;1993;F;9863
2014/2015;Laurea Magistrale - dm 270/04;1990;F;8845
2014/2015;Laurea Magistrale - dm 270/04;1990;M;7304
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;F;6198
2014/2015;Laurea - dm 270/04;1992;M;5926
2014/2015;Laurea - dm 270/04;1992;F;5043
2014/2015;Laurea Magistrale - dm 270/04;1989;F;4858
2014/2015;Laurea - dm 270/04;1996;F;4750
2014/2015;Laurea Magistrale - dm 270/04;1989;M;4515
2014/2015;Laurea - dm 270/04;1991;M;3928
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;M;3824
2014/2015;Laurea - dm 270/04;1996;M;3774
2014/2015;Laurea - dm 270/04;1991;F;3080
2014/2015;Laurea Magistrale - dm 270/04;1988;F;2984
2014/2015;Laurea - dm 270/04;1990;M;2773
2014/2015;Laurea Magistrale - dm 270/04;1988;M;2676
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;F;2168
2014/2015;Laurea - dm 270/04;1990;F;2166
2014/2015;Laurea - dm 270/04;1989;M;1975
2014/2015;Laurea Magistrale - dm 270/04;1987;F;1876
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;F;1757
2014/2015;Laurea Magistrale - dm 270/04;1987;M;1741
2014/2015;Laurea - dm 270/04;1989;F;1602
2014/2015;Laurea - dm 270/04;1988;M;1529
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;M;1375
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;M;1341
2014/2015;Laurea Magistrale - dm 270/04;1986;F;1271
2014/2015;Laurea Magistrale - dm 270/04;1993;F;1206
2014/2015;Laurea - dm 270/04;1988;F;1204
2014/2015;Laurea Magistrale - dm 270/04;1986;M;1152
2014/2015;Laurea - dm 270/04;1987;M;1057
2014/2015;Laurea Magistrale - dm 270/04;1985;F;934
2014/2015;Laurea - dm 270/04;1987;F;854
2014/2015;Laurea Magistrale - dm 270/04;1993;M;850
2014/2015;Laurea - dm 270/04;1986;M;806
2014/2015;Laurea Magistrale - dm 270/04;1985;M;789
2014/2015;Laurea Magistrale - dm 270/04;1984;F;749
2014/2015;Laurea - dm 270/04;1986;F;740
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;F;711
2014/2015;Laurea - dm 270/04;1985;M;685
2014/2015;Laurea - dm 270/04;1985;F;625
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;M;592
2014/2015;Laurea - dm 270/04;1984;F;584
2014/2015;Laurea - dm 270/04;1984;M;574
2014/2015;Laurea Magistrale - dm 270/04;1984;M;553
2014/2015;Laurea Magistrale - dm 270/04;1983;F;526
2014/2015;Laurea - dm 270/04;1983;M;522
2014/2015;Laurea - dm 270/04;1982;M;460
2014/2015;Laurea Magistrale - dm 270/04;1983;M;459
2014/2015;Laurea - dm 270/04;1983;F;451
2014/2015;Laurea - dm 270/04;1982;F;447
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;433
2014/2015;Laurea - dm 270/04;1981;M;423
2014/2015;Laurea Magistrale - dm 270/04;1982;F;414
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;M;411
2014/2015;Laurea - dm 270/04;1981;F;404
2014/2015;Laurea - dm 270/04;1979;M;390
2014/2015;Laurea - dm 270/04;1980;M;367
2014/2015;Laurea - dm 270/04;1980;F;366
2014/2015;Laurea - dm 270/04;1978;F;357
2014/2015;Laurea - dm 270/04;1977;M;350
2014/2015;Laurea Magistrale - dm 270/04;1981;F;341
2014/2015;Laurea - dm 270/04;1978;M;332
2014/2015;Laurea Magistrale - dm 270/04;1982;M;331
2014/2015;Laurea - dm 270/04;1975;M;328
2014/2015;Laurea - dm 270/04;1979;F;325
2014/2015;Laurea - dm 270/04;1976;F;324
2014/2015;Laurea - dm 270/04;1975;F;322
2014/2015;Laurea - dm 270/04;1973;F;321
2014/2015;Laurea - dm 270/04;1977;F;318
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;309
2014/2015;Laurea - dm 270/04;1974;F;304
2014/2015;Laurea - dm 270/04;1976;M;299
2014/2015;Laurea - dm 270/04;1971;M;273
2014/2015;Laurea Magistrale - dm 270/04;1980;F;271
2014/2015;Laurea - dm 270/04;1973;M;267
2014/2015;Laurea - dm 270/04;1974;M;260
2014/2015;Laurea Magistrale - dm 270/04;1981;M;260
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;M;257
2014/2015;Laurea Magistrale - dm 270/04;1980;M;256
2014/2015;Laurea - dm 270/04;1972;F;240
2014/2015;Laurea - dm 270/04;1972;M;240
2014/2015;Laurea - dm 270/04;1971;F;238
2014/2015;Laurea Magistrale - dm 270/04;1979;F;228
2014/2015;Laurea Magistrale - dm 270/04;1979;M;226
2014/2015;Laurea - dm 270/04;1970;F;216
2014/2015;Laurea - dm 270/04;1968;F;214
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;212
2014/2015;Laurea - dm 270/04;1969;M;206
2014/2015;Laurea - dm 270/04;1969;F;201
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;M;200
2014/2015;Laurea - dm 270/04;1968;M;194
2014/2015;Laurea - dm 270/04;1970;M;189
2014/2015;Laurea Magistrale - dm 270/04;1978;F;181
2014/2015;Laurea Magistrale - dm 270/04;1978;M;180
2014/2015;Laurea - dm 270/04;1967;M;179
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;F;173
2014/2015;Laurea Magistrale - dm 270/04;1977;F;169
2014/2015;Laurea Magistrale - dm 270/04;1974;F;169
2014/2015;Laurea - dm 270/04;1966;F;168
2014/2015;Laurea - dm 270/04;1967;F;168
2014/2015;Laurea - dm 270/04;1966;M;162
2014/2015;Laurea Magistrale - dm 270/04;1976;F;162
2014/2015;Laurea Magistrale - dm 270/04;1975;F;160
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;M;154
2014/2015;Laurea - dm 270/04;1964;M;154
2014/2015;Laurea - dm 270/04;1965;F;152
2014/2015;Laurea - dm 270/04;1964;F;145
2014/2015;Laurea Magistrale - dm 270/04;1977;M;143
2014/2015;Laurea Magistrale - dm 270/04;1973;F;143
2014/2015;Laurea Magistrale - dm 270/04;1976;M;142
2014/2015;Laurea Magistrale - dm 270/04;1974;M;140
2014/2015;Laurea Magistrale - dm 270/04;1971;F;138
2014/2015;Laurea - dm 270/04;1965;M;133
2014/2015;Laurea Magistrale - dm 270/04;1972;F;132
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;F;132
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;F;131
2014/2015;Laurea Magistrale - dm 270/04;1973;M;131
2014/2015;Laurea Magistrale - dm 270/04;1975;M;126
2014/2015;Laurea Magistrale - dm 270/04;1967;F;126
2014/2015;Laurea - dm 270/04;1962;M;122
2014/2015;Laurea - dm 270/04;1963;F;121
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;F;117
2014/2015;Laurea Magistrale - dm 270/04;1970;F;116
2014/2015;Laurea Magistrale - dm 270/04;1969;F;114
2014/2015;Laurea - dm 270/04;1962;F;110
2014/2015;Laurea Magistrale - dm 270/04;1966;F;109
2014/2015;Laurea Magistrale - dm 270/04;1968;F;106
2014/2015;Laurea Magistrale - dm 270/04;1971;M;105
2014/2015;Laurea Magistrale - dm 270/04;1970;M;104
2014/2015;Laurea Magistrale - dm 270/04;1964;F;103
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;M;102
2014/2015;Laurea - dm 270/04;1963;M;101
2014/2015;Laurea Magistrale - dm 270/04;1972;M;100
2014/2015;Laurea Magistrale - dm 270/04;1969;M;99
2014/2015;Laurea Magistrale - dm 270/04;1965;F;97
2014/2015;Laurea  - dm 509/99;1995;M;97
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;F;95
2014/2015;Laurea - dm 270/04;1961;F;92
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;F;87
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;M;87
2014/2015;Laurea - dm 270/04;1961;M;85
2014/2015;Laurea - dm 270/04;1960;F;85
2014/2015;Laurea Magistrale - dm 270/04;1968;M;84
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;F;84
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;M;82
2014/2015;Laurea Magistrale - dm 270/04;1964;M;81
2014/2015;Laurea Magistrale - dm 270/04;1966;M;79
2014/2015;Laurea  - dm 509/99;1994;M;77
2014/2015;Laurea Specialistica - dm 509/99;1992;M;75
2014/2015;Laurea Magistrale - dm 270/04;1962;F;75
2014/2015;Laurea Magistrale - dm 270/04;1963;F;72
2014/2015;Laurea Magistrale - dm 270/04;1967;M;68
2014/2015;Laurea - dm 270/04;1960;M;67
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;F;67
2014/2015;Laurea Magistrale - dm 270/04;1960;F;66
2014/2015;Laurea Magistrale - dm 270/04;1965;M;64
2014/2015;Laurea Specialistica - dm 509/99;1990;M;62
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;F;56
2014/2015;Laurea Magistrale - dm 270/04;1961;F;56
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;F;55
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;F;55
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;M;54
2014/2015;Laurea Specialistica - dm 509/99;1991;M;53
2014/2015;Laurea Magistrale - dm 270/04;1962;M;52
2014/2015;Laurea - dm 270/04;1958;M;52
2014/2015;Laurea - dm 270/04;1959;M;51
2014/2015;Laurea - dm 270/04;1955;M;51
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;F;51
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;M;50
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;M;50
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;F;49
2014/2015;Laurea - dm 270/04;1957;M;47
2014/2015;Laurea - dm 270/04;1958;F;47
2014/2015;Laurea - dm 270/04;1959;F;46
2014/2015;Laurea Magistrale - dm 270/04;1963;M;46
2014/2015;Laurea - dm 270/04;1956;M;46
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;M;45
2014/2015;Laurea Magistrale - dm 270/04;1961;M;44
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;M;40
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;M;37
2014/2015;Laurea Magistrale - dm 270/04;1959;F;37
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;M;36
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;M;36
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;F;36
2014/2015;Laurea  - dm 509/99;1993;M;36
2014/2015;Laurea  - dm 509/99;1995;F;35
2014/2015;Laurea Magistrale - dm 270/04;1960;M;34
2014/2015;Laurea Magistrale - dm 270/04;1957;F;33
2014/2015;Laurea - dm 270/04;1997;F;32
2014/2015;Laurea - dm 270/04;1950;M;31
2014/2015;Laurea - dm 270/04;1954;M;30
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;F;30
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;M;30
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;M;29
2014/2015;Laurea - dm 270/04;1957;F;29
2014/2015;Laurea Magistrale - dm 270/04;1958;M;29
2014/2015;Laurea - dm 270/04;1997;M;29
2014/2015;Laurea Magistrale - dm 270/04;1958;F;28
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;M;28
2014/2015;Laurea - dm 270/04;1956;F;27
2014/2015;Laurea - dm 270/04;1953;M;27
2014/2015;Laurea Magistrale - dm 270/04;1956;F;25
2014/2015;Laurea Magistrale - dm 270/04;1959;M;25
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;F;25
2014/2015;Laurea  - dm 509/99;1992;M;25
2014/2015;Laurea Magistrale - dm 270/04;1957;M;24
2014/2015;Laurea - dm 270/04;1955;F;24
2014/2015;Laurea Magistrale - dm 270/04;1955;M;22
2014/2015;Laurea - dm 270/04;1952;M;21
2014/2015;Laurea Magistrale - dm 270/04;1994;F;21
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;F;20
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;M;20
2014/2015;Laurea Magistrale - dm 270/04;1994;M;19
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;M;18
2014/2015;Laurea Specialistica - dm 509/99;1989;M;18
2014/2015;Laurea - dm 270/04;1949;M;18
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;M;17
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;M;17
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;M;17
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;M;16
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;F;16
2014/2015;Laurea Magistrale - dm 270/04;1956;M;16
2014/2015;Laurea Magistrale - dm 270/04;1954;M;16
2014/2015;Laurea  - dm 509/99;1994;F;16
2014/2015;Laurea Specialistica - dm 509/99;1992;F;16
2014/2015;Laurea - dm 270/04;1954;F;15
2014/2015;Laurea Magistrale - dm 270/04;1955;F;15
2014/2015;Laurea Magistrale - dm 270/04;1952;F;15
2014/2015;Laurea Magistrale - dm 270/04;1953;M;15
2014/2015;Laurea Magistrale - dm 270/04;1949;M;15
2014/2015;Laurea - dm 270/04;1947;M;15
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;M;15
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;M;15
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;F;14
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;F;13
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;F;13
2014/2015;Laurea  - dm 509/99;1996;M;13
2014/2015;Laurea Specialistica - dm 509/99;1990;F;12
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;12
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;M;12
2014/2015;Laurea - dm 270/04;1948;M;12
2014/2015;Laurea - dm 270/04;1952;F;12
2014/2015;Laurea Magistrale - dm 270/04;1954;F;12
2014/2015;Laurea - dm 270/04;1951;M;11
2014/2015;Laurea Specialistica - dm 509/99;1991;F;11
2014/2015;Laurea Magistrale - dm 270/04;1952;M;10
2014/2015;Laurea - dm 270/04;1953;F;10
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;10
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;F;10
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;F;10
2014/2015;Laurea  - dm 509/99;1991;M;9
2014/2015;Laurea Specialistica - dm 509/99;1988;M;9
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;9
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;F;9
2014/2015;Laurea  - dm 509/99;1993;F;8
2014/2015;Laurea Specialistica - dm 509/99;1993;M;8
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;8
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;F;8
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;8
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;8
2014/2015;Laurea Magistrale - dm 270/04;1951;M;8
2014/2015;Laurea - dm 270/04;1946;M;8
2014/2015;Laurea Magistrale - dm 270/04;1946;M;8
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;7
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;M;7
2014/2015;Laurea - dm 270/04;1950;F;6
2014/2015;Laurea Magistrale - dm 270/04;1948;M;6
2014/2015;Laurea - dm 270/04;1943;M;6
2014/2015;Laurea Magistrale - dm 270/04;1943;M;6
2014/2015;Laurea Magistrale - dm 270/04;1950;M;6
2014/2015;Laurea Magistrale - dm 270/04;1953;F;6
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;M;5
2014/2015;Laurea - dm 270/04;1945;M;5
2014/2015;Laurea - dm 270/04;1946;F;5
2014/2015;Laurea Magistrale - dm 270/04;1947;M;5
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;5
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;F;5
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;5
2014/2015;Laurea Specialistica - dm 509/99;1989;F;5
2014/2015;Laurea  - dm 509/99;1990;M;4
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;F;4
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;F;4
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;M;4
2014/2015;Laurea - dm 270/04;1944;M;4
2014/2015;Laurea Magistrale - dm 270/04;1951;F;4
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;M;4
2014/2015;Laurea Specialistica - dm 509/99;1993;F;4
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;M;4
2014/2015;Laurea  - dm 509/99;1996;F;3
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;M;3
2014/2015;Laurea - dm 270/04;1951;F;3
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;M;3
2014/2015;Laurea Magistrale - dm 270/04;1944;M;3
2014/2015;Laurea Magistrale - dm 270/04;1942;M;3
2014/2015;Laurea - dm 270/04;1941;M;3
2014/2015;Laurea - dm 270/04;1942;M;3
2014/2015;Laurea Magistrale - dm 270/04;1948;F;3
2014/2015;Laurea - dm 270/04;1947;F;3
2014/2015;Laurea Magistrale - dm 270/04;1947;F;3
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;3
2014/2015;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;F;3
2014/2015;Laurea  - dm 509/99;1989;M;3
