ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_CORSI_SUP_VO;INTERVENTI_CORSI_ACCADEMICI_NO;INTERVENTI_CORSI_ACCADEMICI_NO_POST
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;24;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;18;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;13;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;058303058091;Accademia Nazionale di Danza;;ROMA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;013;Borse di studio - N. borse concesse;0;28;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;28;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;25;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;041;Interventi a favore di studenti con disabilità - N. domande;0;68;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;68;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;111;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;013;Borse di studio - N. borse concesse;0;53;10
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;5;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;30;10
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;18;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;8;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;2;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;013;Borse di studio - N. borse concesse;0;8;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;3;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;5;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;013;Borse di studio - N. borse concesse;0;76;5
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;27;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;19;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;041;Interventi a favore di studenti con disabilità - N. domande;0;22;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;22;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;20;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;124;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;013;Borse di studio - N. borse concesse;0;4;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;041;Interventi a favore di studenti con disabilità - N. domande;0;N;0
