ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202425,PAEE82802R,SCUOLA PRIMARIA,2,2,12,15
202425,PVEE83403C,SCUOLA PRIMARIA,2,2,17,15
202425,LURH003014,SCUOLA SECONDARIA II GRADO,1,3,27,27
202425,GEEE80601P,SCUOLA PRIMARIA,3,2,14,21
202425,CEEE8A9049,SCUOLA PRIMARIA,5,1,3,11
202425,PDTF02050X,SCUOLA SECONDARIA II GRADO,3,2,25,3
202425,BLRC01201R,SCUOLA SECONDARIA II GRADO,5,4,27,55
202425,CSEE8A301A,SCUOLA PRIMARIA,2,3,27,27
202425,FOEE81603Q,SCUOLA PRIMARIA,3,3,31,24
202425,KREE821014,SCUOLA PRIMARIA,7,1,3,7
202425,MIEE8BM01A,SCUOLA PRIMARIA,3,2,19,13
202425,ALEE816027,SCUOLA PRIMARIA,7,1,7,7
202425,VTMM80101V,SCUOLA SECONDARIA I GRADO,1,1,12,9
202425,FIRF00451A,SCUOLA SECONDARIA II GRADO,4,1,11,10
202425,CAEE845018,SCUOLA PRIMARIA,3,1,9,7
202425,UDEE85803X,SCUOLA PRIMARIA,3,1,10,13
202425,PIEE810029,SCUOLA PRIMARIA,5,2,23,29
202425,NOEE83302A,SCUOLA PRIMARIA,1,1,2,3
202425,RMEE80703V,SCUOLA PRIMARIA,4,2,14,28
202425,BGRH04101B,SCUOLA SECONDARIA II GRADO,3,7,48,63
202425,BSEE89703Q,SCUOLA PRIMARIA,1,2,18,11
202425,CAEE876043,SCUOLA PRIMARIA,1,1,1,2
202425,VVEE824017,SCUOLA PRIMARIA,2,2,18,12
202425,BGEE884024,SCUOLA PRIMARIA,5,2,23,18
202425,NUTF003019,SCUOLA SECONDARIA II GRADO,3,3,42,7
202425,PTMM81502A,SCUOLA SECONDARIA I GRADO,2,3,39,32
202425,VITD01701V,SCUOLA SECONDARIA II GRADO,2,5,46,77
202425,AREE83101P,SCUOLA PRIMARIA,3,2,23,13
202425,TRMM803024,SCUOLA SECONDARIA I GRADO,2,1,12,8
202425,TREE81801T,SCUOLA PRIMARIA,2,2,14,26
202425,SAMM878019,SCUOLA SECONDARIA I GRADO,1,4,36,22
202425,PAEE8AV01N,SCUOLA PRIMARIA,5,2,19,20
202425,VIEE88302E,SCUOLA PRIMARIA,4,3,34,31
202425,SARH02201L,SCUOLA SECONDARIA II GRADO,2,3,30,22
202425,MERC01950L,SCUOLA SECONDARIA II GRADO,4,1,13,14
202425,MEEE81408B,SCUOLA PRIMARIA,5,1,8,6
202425,MOEE825024,SCUOLA PRIMARIA,5,1,13,13
202425,CBMM816041,SCUOLA SECONDARIA I GRADO,1,1,2,5
202425,MCMM82201R,SCUOLA SECONDARIA I GRADO,3,4,45,46
202425,VAEE828028,SCUOLA PRIMARIA,2,1,5,7
202425,PREE81604P,SCUOLA PRIMARIA,3,1,4,5
202425,BSEE815015,SCUOLA PRIMARIA,3,1,13,11
202425,GEEE84307X,SCUOLA PRIMARIA,5,1,2,3
202425,VEEE825049,SCUOLA PRIMARIA,3,2,24,20
202425,KRRA006014,SCUOLA SECONDARIA II GRADO,2,1,10,1
202425,BGMM811018,SCUOLA SECONDARIA I GRADO,2,5,62,42
202425,MIMM8A202Q,SCUOLA SECONDARIA I GRADO,1,2,20,27
202425,MIEE858048,SCUOLA PRIMARIA,1,2,19,14
202425,TPTD03000E,SCUOLA SECONDARIA II GRADO,4,6,56,55
202425,VIEE827026,SCUOLA PRIMARIA,2,2,23,27
202425,CTMM8A801G,SCUOLA SECONDARIA I GRADO,1,9,115,93
202425,NAPS690018,SCUOLA SECONDARIA II GRADO,5,8,69,110
202425,MIRC058016,SCUOLA SECONDARIA II GRADO,1,6,35,59
202425,ALEE83005L,SCUOLA PRIMARIA,5,2,21,22
202425,FIPS01801L,SCUOLA SECONDARIA II GRADO,5,2,20,13
202425,RAEE82804L,SCUOLA PRIMARIA,4,1,6,7
202425,IMEE810063,SCUOLA PRIMARIA,1,1,10,11
202425,AGMM818027,SCUOLA SECONDARIA I GRADO,3,3,24,38
202425,ARMM83801C,SCUOLA SECONDARIA I GRADO,1,7,86,79
202425,UDEE84002N,SCUOLA PRIMARIA,1,1,1,7
202425,BTEE17501T,SCUOLA PRIMARIA,5,5,55,49
202425,CTRA01650B,SCUOLA SECONDARIA II GRADO,1,2,5,20
202425,LCEE829013,SCUOLA PRIMARIA,1,2,28,20
202425,RMEE8CH02D,SCUOLA PRIMARIA,1,6,53,63
202425,FGEE83301D,SCUOLA PRIMARIA,4,3,22,25
202425,VAEE829035,SCUOLA PRIMARIA,1,2,19,15
202425,CARI00902X,SCUOLA SECONDARIA II GRADO,2,2,21,17
202425,VVMM80702D,SCUOLA SECONDARIA I GRADO,2,1,4,1
202425,RIEE817084,SCUOLA PRIMARIA,5,1,3,5
202425,REEE85202T,SCUOLA PRIMARIA,4,1,9,9
202425,MIEE8B701D,SCUOLA PRIMARIA,1,6,68,56
202425,BLEE81804T,SCUOLA PRIMARIA,3,2,12,13
202425,FRMM454002,SCUOLA SECONDARIA I GRADO,3,5,58,40
202425,VETD06000R,SCUOLA SECONDARIA II GRADO,3,5,48,54
202425,PZEE82106G,SCUOLA PRIMARIA,2,1,3,1
202425,LUEE84002T,SCUOLA PRIMARIA,2,2,16,9
202425,NAMM8AW01C,SCUOLA SECONDARIA I GRADO,3,7,67,54
202425,NAEE851032,SCUOLA PRIMARIA,2,3,29,27
202425,CREE825037,SCUOLA PRIMARIA,2,1,12,8
202425,NUEE87004L,SCUOLA PRIMARIA,3,1,4,5
202425,NARI01002C,SCUOLA SECONDARIA II GRADO,1,4,32,53
202425,LTPS05000B,SCUOLA SECONDARIA II GRADO,3,11,102,125
202425,MBEE8AA051,SCUOLA PRIMARIA,5,3,24,28
202425,ATEE817013,SCUOLA PRIMARIA,5,2,21,16
202425,RMEE86601L,SCUOLA PRIMARIA,5,2,19,18
202425,FEMM823017,SCUOLA SECONDARIA I GRADO,3,4,43,52
202425,CLRH00350C,SCUOLA SECONDARIA II GRADO,4,1,4,5
202425,BSEE810012,SCUOLA PRIMARIA,4,4,35,53
202425,TVEE820035,SCUOLA PRIMARIA,3,1,9,8
202425,BSTD004013,SCUOLA SECONDARIA II GRADO,1,2,8,33
202425,FIEE85802G,SCUOLA PRIMARIA,2,2,17,13
202425,ROEE81005B,SCUOLA PRIMARIA,1,1,3,8
202425,FRTE026017,SCUOLA SECONDARIA II GRADO,3,3,15,45
202425,SREE81301N,SCUOLA PRIMARIA,5,2,13,25
202425,MIEE8GD024,SCUOLA PRIMARIA,2,2,19,14
202425,VRTA01203Q,SCUOLA SECONDARIA II GRADO,2,1,21,10
202425,LERI02101B,SCUOLA SECONDARIA II GRADO,4,3,35,10
202425,VVEE820043,SCUOLA PRIMARIA,5,1,4,6
202425,SOEE824011,SCUOLA PRIMARIA,1,2,15,11
202425,AGMM818016,SCUOLA SECONDARIA I GRADO,2,5,47,39
202425,MIEE8FK01R,SCUOLA PRIMARIA,4,1,11,10
202425,LIEE81002G,SCUOLA PRIMARIA,3,1,8,14
202425,BAMM8AG016,SCUOLA SECONDARIA I GRADO,2,9,107,99
202425,MEEE81407A,SCUOLA PRIMARIA,4,1,6,4
202425,MEEE83801L,SCUOLA PRIMARIA,3,1,4,6
202425,BGEE835052,SCUOLA PRIMARIA,4,1,8,4
202425,ENMM816017,SCUOLA SECONDARIA I GRADO,3,4,37,39
202425,RCEE83503X,SCUOLA PRIMARIA,7,2,11,12
202425,CAMM83901X,SCUOLA SECONDARIA I GRADO,1,4,35,32
202425,VIRI021021,SCUOLA SECONDARIA II GRADO,2,5,68,52
202425,FIEE862027,SCUOLA PRIMARIA,4,2,18,11
202425,BORI02451C,SCUOLA SECONDARIA II GRADO,4,1,6,18
202425,SREE846011,SCUOLA PRIMARIA,1,1,8,9
202425,CAPS03201P,SCUOLA SECONDARIA II GRADO,5,4,27,40
202425,GERH023514,SCUOLA SECONDARIA II GRADO,1,2,8,6
202425,BOEE847034,SCUOLA PRIMARIA,2,3,32,35
202425,ROEE82102P,SCUOLA PRIMARIA,2,1,13,9
202425,TOEE8BB02B,SCUOLA PRIMARIA,1,1,9,12
202425,NAEE8D7029,SCUOLA PRIMARIA,1,1,8,7
202425,VBTD002012,SCUOLA SECONDARIA II GRADO,2,8,88,57
202425,CSEE851048,SCUOLA PRIMARIA,4,1,7,1
202425,PNSD020009,SCUOLA SECONDARIA II GRADO,5,5,27,78
202425,ARMM83002V,SCUOLA SECONDARIA I GRADO,1,2,22,16
202425,VCEE80004Q,SCUOLA PRIMARIA,7,2,24,14
202425,MEEE830078,SCUOLA PRIMARIA,4,2,15,19
202425,RMEE8FH018,SCUOLA PRIMARIA,3,1,6,9
202425,MBMM8AC01B,SCUOLA SECONDARIA I GRADO,1,5,49,44
202425,PGEE04215Q,SCUOLA PRIMARIA,1,1,6,5
202425,VBPS00101A,SCUOLA SECONDARIA II GRADO,5,5,24,46
202425,CLTF012017,SCUOLA SECONDARIA II GRADO,3,4,80,2
202425,MEEE894011,SCUOLA PRIMARIA,3,3,27,27
202425,TOMM89001X,SCUOLA SECONDARIA I GRADO,3,8,93,75
202425,LTEE83002Q,SCUOLA PRIMARIA,1,3,27,37
202425,PVEE801046,SCUOLA PRIMARIA,1,1,8,9
202425,VAMM81601X,SCUOLA SECONDARIA I GRADO,2,5,50,57
202425,TVEE850075,SCUOLA PRIMARIA,4,3,32,33
202425,LIMM80801D,SCUOLA SECONDARIA I GRADO,2,3,31,22
202425,RMEE8EY01N,SCUOLA PRIMARIA,4,3,28,27
202425,SOEE82101D,SCUOLA PRIMARIA,7,2,13,12
202425,NORC01000L,SCUOLA SECONDARIA II GRADO,5,8,36,86
202425,GEEE841012,SCUOLA PRIMARIA,1,2,17,13
202425,TOEE81302L,SCUOLA PRIMARIA,7,2,10,16
202425,TAEE85101B,SCUOLA PRIMARIA,3,1,12,4
202425,PSEE831026,SCUOLA PRIMARIA,2,1,11,8
202425,RMEE813014,SCUOLA PRIMARIA,2,4,44,31
202425,CSEE83702X,SCUOLA PRIMARIA,5,2,13,17
202425,BRMM846018,SCUOLA SECONDARIA I GRADO,3,4,55,36
202425,VRPS00101T,SCUOLA SECONDARIA II GRADO,2,6,51,65
202425,AVEE85707A,SCUOLA PRIMARIA,3,2,9,12
202425,CBPS02301E,SCUOLA SECONDARIA II GRADO,2,1,9,9
202425,CLPS00701N,SCUOLA SECONDARIA II GRADO,3,2,16,20
202425,PVEE81203G,SCUOLA PRIMARIA,7,1,15,11
202425,PCMM807042,SCUOLA SECONDARIA I GRADO,3,1,2,2
202425,FIRH01101G,SCUOLA SECONDARIA II GRADO,1,5,58,29
202425,REEE83906G,SCUOLA PRIMARIA,3,2,26,20
202425,ENRH004018,SCUOLA SECONDARIA II GRADO,3,5,39,19
202425,CNEE80203P,SCUOLA PRIMARIA,3,1,7,7
202425,PZMM831021,SCUOLA SECONDARIA I GRADO,3,2,10,14
202425,PZEE828015,SCUOLA PRIMARIA,1,2,10,10
202425,VEMM838017,SCUOLA SECONDARIA I GRADO,3,4,38,41
202425,CSMM851069,SCUOLA SECONDARIA I GRADO,3,1,3,4
202425,RGEE82204P,SCUOLA PRIMARIA,1,2,13,18
202425,APEE834033,SCUOLA PRIMARIA,1,3,31,29
202425,CAMM874017,SCUOLA SECONDARIA I GRADO,2,4,37,39
202425,PZRH016015,SCUOLA SECONDARIA II GRADO,3,1,16,7
202425,CERI02951X,SCUOLA SECONDARIA II GRADO,3,2,31,21
202425,PDSD01801X,SCUOLA SECONDARIA II GRADO,4,5,29,69
202425,AGEE805015,SCUOLA PRIMARIA,5,1,3,7
202425,TOEE86904P,SCUOLA PRIMARIA,4,1,9,6
202425,PAPM12000E,SCUOLA SECONDARIA II GRADO,2,4,20,59
202425,LTRH01000P,SCUOLA SECONDARIA II GRADO,2,6,42,52
202425,GEEE85103P,SCUOLA PRIMARIA,3,1,9,11
202425,CEEE895083,SCUOLA PRIMARIA,5,1,6,9
202425,PTRA010008,SCUOLA SECONDARIA II GRADO,1,10,162,54
202425,MEEE87601B,SCUOLA PRIMARIA,3,1,6,10
202425,BNEE857021,SCUOLA PRIMARIA,2,1,11,13
202425,MCEE83102N,SCUOLA PRIMARIA,2,1,5,8
202425,RMEE82402G,SCUOLA PRIMARIA,1,4,29,34
202425,PGRH028013,SCUOLA SECONDARIA II GRADO,2,4,35,42
202425,TOTF06101G,SCUOLA SECONDARIA II GRADO,3,7,134,11
202425,VEEE841025,SCUOLA PRIMARIA,1,1,6,9
202425,PDEE87801L,SCUOLA PRIMARIA,1,1,9,9
202425,MIMM858014,SCUOLA SECONDARIA I GRADO,2,3,36,33
202425,CZEE86502X,SCUOLA PRIMARIA,1,1,5,9
202425,MOPM01000T,SCUOLA SECONDARIA II GRADO,4,11,44,195
202425,SOEE80506R,SCUOLA PRIMARIA,2,2,16,17
202425,CTEE89803G,SCUOLA PRIMARIA,3,2,15,12
202425,VTEE81702E,SCUOLA PRIMARIA,5,2,20,17
202425,CREE813042,SCUOLA PRIMARIA,4,1,13,9
202425,PTTD01001G,SCUOLA SECONDARIA II GRADO,2,3,28,30
202425,CSMM82401Q,SCUOLA SECONDARIA I GRADO,2,2,17,15
202425,PATD02351A,SCUOLA SECONDARIA II GRADO,5,1,11,4
202425,CTMM86301D,SCUOLA SECONDARIA I GRADO,3,6,59,46
202425,CNEE84902V,SCUOLA PRIMARIA,2,1,4,6
202425,RGEE80603Q,SCUOLA PRIMARIA,2,2,22,16
202425,RGEE824028,SCUOLA PRIMARIA,4,1,13,11
202425,BGEE87505C,SCUOLA PRIMARIA,5,2,21,22
202425,AGRI026021,SCUOLA SECONDARIA II GRADO,3,1,8,10
202425,ENEE82204P,SCUOLA PRIMARIA,3,2,19,21
202425,SAEE8BL016,SCUOLA PRIMARIA,2,1,10,10
202425,ATEE810018,SCUOLA PRIMARIA,2,1,7,8
202425,GERC004014,SCUOLA SECONDARIA II GRADO,2,7,90,74
202425,PZPS017017,SCUOLA SECONDARIA II GRADO,4,4,33,37
202425,NAMM8C001T,SCUOLA SECONDARIA I GRADO,1,5,45,26
202425,TAEE85401V,SCUOLA PRIMARIA,3,3,31,22
202425,CSEE8AX04R,SCUOLA PRIMARIA,5,3,24,13
202425,NARI08950C,SCUOLA SECONDARIA II GRADO,3,1,0,43
202425,CRRI00401T,SCUOLA SECONDARIA II GRADO,5,3,49,1
202425,RMEE8GF028,SCUOLA PRIMARIA,1,1,11,8
202425,BNMM83405A,SCUOLA SECONDARIA I GRADO,2,1,13,3
202425,PRRI010009,SCUOLA SECONDARIA II GRADO,4,7,103,38
202425,AGMM826048,SCUOLA SECONDARIA I GRADO,3,2,8,9
202425,LUEE82805A,SCUOLA PRIMARIA,3,1,6,5
202425,CEMM8AD012,SCUOLA SECONDARIA I GRADO,1,8,58,66
202425,VAEE837012,SCUOLA PRIMARIA,4,1,8,13
202425,BIEE80604N,SCUOLA PRIMARIA,1,1,6,6
202425,RMEE8GN01B,SCUOLA PRIMARIA,3,3,30,23
202425,TAEE844018,SCUOLA PRIMARIA,4,2,18,22
202425,TVEE83601L,SCUOLA PRIMARIA,3,2,25,18
202425,PZEE81704T,SCUOLA PRIMARIA,5,2,20,15
202425,PRRI00802B,SCUOLA SECONDARIA II GRADO,3,1,15,0
202425,ROTF01201D,SCUOLA SECONDARIA II GRADO,1,7,132,27
202425,AVRH018504,SCUOLA SECONDARIA II GRADO,5,1,3,5
202425,BAEE8A002D,SCUOLA PRIMARIA,2,3,27,28
202425,BRMM847014,SCUOLA SECONDARIA I GRADO,1,5,47,46
202425,PNMM819016,SCUOLA SECONDARIA I GRADO,1,4,33,38
202425,CZPS011013,SCUOLA SECONDARIA II GRADO,3,2,13,15
202425,MOEE817036,SCUOLA PRIMARIA,1,2,20,31
202425,SAEE81302L,SCUOLA PRIMARIA,2,1,12,12
202425,NAMM8B201V,SCUOLA SECONDARIA I GRADO,1,4,39,23
202425,SAEE09009A,SCUOLA PRIMARIA,1,1,12,7
202425,FIMM875017,SCUOLA SECONDARIA I GRADO,2,8,103,72
202425,NARC142013,SCUOLA SECONDARIA II GRADO,3,1,6,17
202425,VRTD10000N,SCUOLA SECONDARIA II GRADO,4,5,26,71
202425,SSTD01701R,SCUOLA SECONDARIA II GRADO,2,3,31,18
202425,COTD010501,SCUOLA SECONDARIA II GRADO,5,4,26,46
202425,RMRC09751P,SCUOLA SECONDARIA II GRADO,4,1,16,10
202425,BSEE80402Q,SCUOLA PRIMARIA,3,1,8,14
202425,RMRH06102R,SCUOLA SECONDARIA II GRADO,1,2,8,1
202425,NAEE8AF01L,SCUOLA PRIMARIA,1,4,33,23
202425,CEMM8AL027,SCUOLA SECONDARIA I GRADO,2,4,23,32
202425,MEEE87603D,SCUOLA PRIMARIA,1,1,10,6
202425,BARH02401L,SCUOLA SECONDARIA II GRADO,4,2,25,14
202425,VAEE81904G,SCUOLA PRIMARIA,2,1,7,12
202425,VAEE87702D,SCUOLA PRIMARIA,2,2,25,17
202425,PEEE80602A,SCUOLA PRIMARIA,3,1,3,2
202425,FEMM816014,SCUOLA SECONDARIA I GRADO,2,5,47,57
202425,BATH042012,SCUOLA SECONDARIA II GRADO,1,1,27,1
202425,BGEE81502N,SCUOLA PRIMARIA,3,2,15,18
202425,PAMM86101A,SCUOLA SECONDARIA I GRADO,3,5,51,54
202425,LCEE80402Q,SCUOLA PRIMARIA,3,1,8,7
202425,SOPS050001,SCUOLA SECONDARIA II GRADO,2,9,45,125
202425,PDEE840016,SCUOLA PRIMARIA,5,2,18,21
202425,RMMM8BL012,SCUOLA SECONDARIA I GRADO,1,7,72,63
202425,CBEE85401N,SCUOLA PRIMARIA,3,3,25,23
202425,BLRH003017,SCUOLA SECONDARIA II GRADO,2,1,11,8
202425,AGMM85801L,SCUOLA SECONDARIA I GRADO,2,8,72,70
202425,NAEE8EZ02G,SCUOLA PRIMARIA,3,1,9,15
202425,RMEE83002V,SCUOLA PRIMARIA,2,1,8,12
202425,FGEE82406X,SCUOLA PRIMARIA,7,1,1,3
202425,TORC05251L,SCUOLA SECONDARIA II GRADO,4,5,24,88
202425,TPMM844014,SCUOLA SECONDARIA I GRADO,2,5,42,51
202425,CSEE8AM016,SCUOLA PRIMARIA,3,1,4,4
202425,MITN03000E,SCUOLA SECONDARIA II GRADO,5,10,41,149
202425,SREE852029,SCUOLA PRIMARIA,3,1,8,5
202425,BAMM8AK013,SCUOLA SECONDARIA I GRADO,3,9,94,92
202425,PREE80901C,SCUOLA PRIMARIA,4,1,12,9
202425,LOEE814024,SCUOLA PRIMARIA,2,1,8,11
202425,CBMM827018,SCUOLA SECONDARIA I GRADO,1,1,8,3
202425,RMMM8DN01E,SCUOLA SECONDARIA I GRADO,1,2,14,27
202425,AVRH016014,SCUOLA SECONDARIA II GRADO,1,2,12,16
202425,BAMM82901C,SCUOLA SECONDARIA I GRADO,1,6,60,50
202425,PDEE85802C,SCUOLA PRIMARIA,3,2,25,22
202425,BSEE872019,SCUOLA PRIMARIA,2,1,12,1
202425,MIEE8D5013,SCUOLA PRIMARIA,1,1,16,7
202425,MITD02701T,SCUOLA SECONDARIA II GRADO,4,4,44,34
202425,CTEE899019,SCUOLA PRIMARIA,4,2,18,19
202425,CZEE83904D,SCUOLA PRIMARIA,3,2,11,18
202425,VBEE814054,SCUOLA PRIMARIA,4,1,10,8
202425,MCRI01051P,SCUOLA SECONDARIA II GRADO,4,1,7,29
202425,UDEE85901N,SCUOLA PRIMARIA,3,1,3,11
202425,TSEE806035,SCUOLA PRIMARIA,2,1,12,10
202425,NAPS05000G,SCUOLA SECONDARIA II GRADO,2,10,127,84
202425,TOEE8BF02P,SCUOLA PRIMARIA,2,2,24,21
202425,CHPS02101B,SCUOLA SECONDARIA II GRADO,2,1,16,6
202425,VREE81403D,SCUOLA PRIMARIA,4,1,9,9
202425,AGMM85102V,SCUOLA SECONDARIA I GRADO,3,2,26,18
202425,IMEE816062,SCUOLA PRIMARIA,5,2,18,16
202425,UDEE85303R,SCUOLA PRIMARIA,3,2,18,19
202425,CHEE832019,SCUOLA PRIMARIA,3,4,42,42
202425,TOEE81201Q,SCUOLA PRIMARIA,2,1,7,7
202425,CEPC03301T,SCUOLA SECONDARIA II GRADO,1,3,20,37
202425,PAMM82804T,SCUOLA SECONDARIA I GRADO,2,1,4,11
202425,CSEE8AT03C,SCUOLA PRIMARIA,4,2,8,16
202425,FIEE872073,SCUOLA PRIMARIA,2,1,8,14
202425,TORH02350R,SCUOLA SECONDARIA II GRADO,4,1,6,2
202425,GREE817051,SCUOLA PRIMARIA,4,1,6,9
202425,MCEE818016,SCUOLA PRIMARIA,1,1,2,1
202425,RAEE82201E,SCUOLA PRIMARIA,3,3,40,29
202425,MEEE86105T,SCUOLA PRIMARIA,2,2,12,11
202425,LIMM82901E,SCUOLA SECONDARIA I GRADO,2,4,39,59
202425,RMMM8F9013,SCUOLA SECONDARIA I GRADO,2,10,91,116
202425,NAEE8DT011,SCUOLA PRIMARIA,3,5,60,50
202425,FIMM854016,SCUOLA SECONDARIA I GRADO,2,4,47,45
202425,ALPS01000P,SCUOLA SECONDARIA II GRADO,5,5,59,60
202425,TOEE8B9037,SCUOLA PRIMARIA,3,1,7,6
202425,REEE821037,SCUOLA PRIMARIA,2,1,4,3
202425,BAEE89502D,SCUOLA PRIMARIA,4,3,28,22
202425,CAEE89901L,SCUOLA PRIMARIA,4,2,20,14
202425,MIMM8B501R,SCUOLA SECONDARIA I GRADO,1,3,36,28
202425,NUTD10000B,SCUOLA SECONDARIA II GRADO,1,8,78,63
202425,SOEE824033,SCUOLA PRIMARIA,1,1,1,8
202425,RMEE83201D,SCUOLA PRIMARIA,4,5,49,35
202425,TOMM80601B,SCUOLA SECONDARIA I GRADO,1,2,12,11
202425,ROEE81004A,SCUOLA PRIMARIA,1,2,15,13
202425,FRTF00601R,SCUOLA SECONDARIA II GRADO,3,3,35,18
202425,VRMM873016,SCUOLA SECONDARIA I GRADO,2,3,38,32
202425,LCEE823069,SCUOLA PRIMARIA,5,2,19,19
202425,PDEE839023,SCUOLA PRIMARIA,1,1,5,15
202425,TPTD00802B,SCUOLA SECONDARIA II GRADO,4,2,9,22
202425,CAEE89801R,SCUOLA PRIMARIA,5,1,7,5
202425,RCEE81603E,SCUOLA PRIMARIA,3,1,8,6
202425,PSTD018013,SCUOLA SECONDARIA II GRADO,1,3,11,26
202425,VCTD007526,SCUOLA SECONDARIA II GRADO,1,1,1,7
202425,PVEE808074,SCUOLA PRIMARIA,4,1,13,7
202425,LCEE816011,SCUOLA PRIMARIA,5,2,31,16
202425,BLMM81802P,SCUOLA SECONDARIA I GRADO,3,2,13,12
202425,RMTL03401X,SCUOLA SECONDARIA II GRADO,3,2,30,9
202425,NAEE8CA01P,SCUOLA PRIMARIA,1,4,40,32
202425,CSEE80201X,SCUOLA PRIMARIA,5,1,5,6
202425,NATF004011,SCUOLA SECONDARIA II GRADO,5,5,83,9
202425,MNEE82004A,SCUOLA PRIMARIA,2,1,10,7
202425,PVEE81205N,SCUOLA PRIMARIA,1,1,10,9
202425,GOTF00801D,SCUOLA SECONDARIA II GRADO,3,7,114,19
202425,MNEE82301P,SCUOLA PRIMARIA,2,2,19,23
202425,RNEE821011,SCUOLA PRIMARIA,2,2,21,14
202425,RAMM811013,SCUOLA SECONDARIA I GRADO,1,8,78,93
202425,NAEE8DA02A,SCUOLA PRIMARIA,1,2,13,16
202425,VEEE87101X,SCUOLA PRIMARIA,4,2,26,17
202425,PZTF00601V,SCUOLA SECONDARIA II GRADO,4,5,77,4
202425,COMM837017,SCUOLA SECONDARIA I GRADO,1,2,31,20
202425,GREE81901C,SCUOLA PRIMARIA,2,1,10,8
202425,ROMM808027,SCUOLA SECONDARIA I GRADO,1,2,19,24
202425,MEEE86601R,SCUOLA PRIMARIA,4,2,15,15
202425,TEEE81607R,SCUOLA PRIMARIA,2,1,6,4
202425,LCEE82204B,SCUOLA PRIMARIA,5,1,14,5
202425,TOEE8AP053,SCUOLA PRIMARIA,3,1,12,8
202425,RMMM8GG012,SCUOLA SECONDARIA I GRADO,2,9,95,83
202425,LEEE82701L,SCUOLA PRIMARIA,3,4,40,42
202425,MOMM811014,SCUOLA SECONDARIA I GRADO,2,1,6,8
202425,TSEE81101E,SCUOLA PRIMARIA,5,2,10,18
202425,RMPM01301N,SCUOLA SECONDARIA II GRADO,2,4,31,71
202425,AQMM84001T,SCUOLA SECONDARIA I GRADO,3,6,71,70
202425,MIMM8BT018,SCUOLA SECONDARIA I GRADO,3,5,52,35
202425,MEEE857078,SCUOLA PRIMARIA,1,1,9,9
202425,CNEE848078,SCUOLA PRIMARIA,1,1,9,7
202425,MBEE85901T,SCUOLA PRIMARIA,3,1,15,5
202425,NARC00101X,SCUOLA SECONDARIA II GRADO,1,1,10,16
202425,FIPS01101T,SCUOLA SECONDARIA II GRADO,2,1,7,8
202425,ALEE825011,SCUOLA PRIMARIA,1,3,30,21
202425,AQEE829047,SCUOLA PRIMARIA,4,1,11,10
202425,BGEE898033,SCUOLA PRIMARIA,5,2,16,28
202425,AVMM83201P,SCUOLA SECONDARIA I GRADO,1,2,16,7
202425,FGEE844021,SCUOLA PRIMARIA,4,4,44,33
202425,ARMM842014,SCUOLA SECONDARIA I GRADO,3,5,49,52
202425,BSMM80901R,SCUOLA SECONDARIA I GRADO,3,4,37,47
202425,RCMM83203B,SCUOLA SECONDARIA I GRADO,1,2,20,14
202425,SSEE856035,SCUOLA PRIMARIA,4,1,10,12
202425,AVPM02301E,SCUOLA SECONDARIA II GRADO,1,1,6,0
202425,MOEE82901A,SCUOLA PRIMARIA,5,1,8,9
202425,SOMM815015,SCUOLA SECONDARIA I GRADO,1,2,21,22
202425,MEEE88906P,SCUOLA PRIMARIA,2,1,10,2
202425,LTMM847013,SCUOLA SECONDARIA I GRADO,2,3,35,20
202425,RMMM825019,SCUOLA SECONDARIA I GRADO,2,6,64,71
202425,CNEE80305L,SCUOLA PRIMARIA,3,1,3,1
202425,CTEE08301R,SCUOLA PRIMARIA,5,3,32,29
202425,NUEE86202G,SCUOLA PRIMARIA,3,2,9,16
202425,PVEE819029,SCUOLA PRIMARIA,1,1,7,11
202425,ENTD02151D,SCUOLA SECONDARIA II GRADO,5,1,1,10
202425,PAMM8A401R,SCUOLA SECONDARIA I GRADO,1,8,75,55
202425,VIEE864014,SCUOLA PRIMARIA,5,2,25,11
202425,LEEE81305V,SCUOLA PRIMARIA,7,1,3,7
202425,RMEE8BL013,SCUOLA PRIMARIA,4,3,34,23
202425,BAMM87402B,SCUOLA SECONDARIA I GRADO,3,4,33,38
202425,GEEE817015,SCUOLA PRIMARIA,2,2,20,16
202425,FIEE876025,SCUOLA PRIMARIA,4,1,7,5
202425,UDPS01901Q,SCUOLA SECONDARIA II GRADO,5,3,12,25
202425,MBEE8F803P,SCUOLA PRIMARIA,5,2,29,16
202425,TOEE817031,SCUOLA PRIMARIA,1,3,28,26
202425,CSMM84101D,SCUOLA SECONDARIA I GRADO,2,2,12,27
202425,RIEE823036,SCUOLA PRIMARIA,7,1,0,1
202425,NAMM8G501B,SCUOLA SECONDARIA I GRADO,2,12,130,139
202425,FETF01201C,SCUOLA SECONDARIA II GRADO,5,13,264,37
202425,AGEE848013,SCUOLA PRIMARIA,4,2,16,16
202425,MIEE8BF01N,SCUOLA PRIMARIA,4,5,50,56
202425,REEE822011,SCUOLA PRIMARIA,2,2,18,18
202425,CSEE89601P,SCUOLA PRIMARIA,4,2,20,23
202425,CSRH07201C,SCUOLA SECONDARIA II GRADO,4,1,11,0
