ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
202425,RNRI010007,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,NAPM02601R,SCUOLA SECONDARIA II GRADO,5,17 anni,28
202425,AQEE84301A,SCUOLA PRIMARIA,2,6 anni,1
202425,RMEE892037,SCUOLA PRIMARIA,4,9 anni,20
202425,TVEE868036,SCUOLA PRIMARIA,2,7 anni,31
202425,FOEE02107C,SCUOLA PRIMARIA,4,10 anni,1
202425,TEMM04000A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202425,NOEE81606R,SCUOLA PRIMARIA,3,7 anni,3
202425,MBEE8F6022,SCUOLA PRIMARIA,4,9 anni,39
202425,COMM85601L,SCUOLA SECONDARIA I GRADO,2,11 anni,5
202425,BAEE87401B,SCUOLA PRIMARIA,1,< di 6 anni,14
202425,LCEE829013,SCUOLA PRIMARIA,1,6 anni,46
202425,MEPS03000D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
202425,MOMM84301G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,BRMM84801X,SCUOLA SECONDARIA I GRADO,2,11 anni,7
202425,AGRA027014,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,KRMM81001L,SCUOLA SECONDARIA I GRADO,1,11 anni,133
202425,SAEE866047,SCUOLA PRIMARIA,4,9 anni,6
202425,VVMM812032,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
202425,ROEE817034,SCUOLA PRIMARIA,1,6 anni,23
202425,RMPM07000R,SCUOLA SECONDARIA II GRADO,4,17 anni,161
202425,TREE817034,SCUOLA PRIMARIA,2,7 anni,17
202425,SREE817011,SCUOLA PRIMARIA,4,9 anni,49
202425,TPEE81904G,SCUOLA PRIMARIA,5,9 anni,5
202425,SATD034011,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
202425,FGEE88901D,SCUOLA PRIMARIA,5,9 anni,2
202425,NAEE8GF029,SCUOLA PRIMARIA,1,6 anni,23
202425,IMEE810041,SCUOLA PRIMARIA,5,9 anni,1
202425,PDEE883047,SCUOLA PRIMARIA,2,7 anni,29
202425,NATN01201G,SCUOLA SECONDARIA II GRADO,1,17 anni,1
202425,RGRH020016,SCUOLA SECONDARIA II GRADO,2,15 anni,15
202425,PZEE81702Q,SCUOLA PRIMARIA,3,8 anni,7
202425,CARA009017,SCUOLA SECONDARIA II GRADO,5,17 anni,1
202425,RGPM01801D,SCUOLA SECONDARIA II GRADO,5,18 anni,89
202425,MNMM820016,SCUOLA SECONDARIA I GRADO,1,11 anni,49
202425,SAEE8A011G,SCUOLA PRIMARIA,4,9 anni,1
202425,BSEE886017,SCUOLA PRIMARIA,3,7 anni,1
202425,FGEE85802V,SCUOLA PRIMARIA,5,10 anni,14
202425,TVEE834033,SCUOLA PRIMARIA,4,9 anni,22
202425,FEMM816014,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202425,SSTD01901C,SCUOLA SECONDARIA II GRADO,3,16 anni,53
202425,LUTA01701N,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,GREE82102D,SCUOLA PRIMARIA,4,9 anni,10
202425,PDEE853029,SCUOLA PRIMARIA,2,6 anni,1
202425,OREE812044,SCUOLA PRIMARIA,5,10 anni,12
202425,TVTN01050E,SCUOLA SECONDARIA II GRADO,3,17 anni,2
202425,MCEE81101B,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,VEPC06000T,SCUOLA SECONDARIA II GRADO,2,15 anni,143
202425,FEEE81406P,SCUOLA PRIMARIA,4,10 anni,2
202425,PDEE86005G,SCUOLA PRIMARIA,1,6 anni,17
202425,VAEE837012,SCUOLA PRIMARIA,1,6 anni,24
202425,RIEE81903E,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,CNEE80701Q,SCUOLA PRIMARIA,4,8 anni,2
202425,TAPM020008,SCUOLA SECONDARIA II GRADO,5,18 anni,97
202425,UDTF00601Q,SCUOLA SECONDARIA II GRADO,4,17 anni,17
202425,PZMM87103C,SCUOLA SECONDARIA I GRADO,2,12 anni,8
202425,MIEE89703T,SCUOLA PRIMARIA,4,8 anni,5
202425,RORC01301Q,SCUOLA SECONDARIA II GRADO,2,17 anni,5
202425,NURI019012,SCUOLA SECONDARIA II GRADO,3,18 anni,7
202425,RETL009019,SCUOLA SECONDARIA II GRADO,2,15 anni,47
202425,CSEE8AR02A,SCUOLA PRIMARIA,5,9 anni,7
202425,MBEE830016,SCUOLA PRIMARIA,3,8 anni,21
202425,GEMM84802R,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,MBEE879013,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,MBRI063017,SCUOLA SECONDARIA II GRADO,3,16 anni,37
202425,TVRI026515,SCUOLA SECONDARIA II GRADO,4,18 anni,3
202425,MCEE82006B,SCUOLA PRIMARIA,4,10 anni,1
202425,FOEE02011T,SCUOLA PRIMARIA,4,> di 10 anni,1
202425,CLPS00701N,SCUOLA SECONDARIA II GRADO,4,17 anni,26
202425,AQEE815016,SCUOLA PRIMARIA,2,8 anni,2
202425,UDMM84501P,SCUOLA SECONDARIA I GRADO,3,13 anni,19
202425,BLRC01201R,SCUOLA SECONDARIA II GRADO,3,18 anni,13
202425,TOEE8BM034,SCUOLA PRIMARIA,5,10 anni,51
202425,ROMM82101L,SCUOLA SECONDARIA I GRADO,2,12 anni,87
202425,CHPC00901N,SCUOLA SECONDARIA II GRADO,4,16 anni,17
202425,MOEE83603G,SCUOLA PRIMARIA,1,6 anni,16
202425,CREE81601A,SCUOLA PRIMARIA,4,9 anni,77
202425,FOEE826029,SCUOLA PRIMARIA,2,7 anni,43
202425,SARH05701G,SCUOLA SECONDARIA II GRADO,2,15 anni,8
202425,RGRC00250Q,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,5
202425,TPEE80601A,SCUOLA PRIMARIA,2,6 anni,1
202425,FREE81103Q,SCUOLA PRIMARIA,1,6 anni,28
202425,BTMM8AE017,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202425,VIMM82501C,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202425,PZEE88804X,SCUOLA PRIMARIA,2,7 anni,27
202425,FEMM82602Q,SCUOLA SECONDARIA I GRADO,2,13 anni,9
202425,PGEE023138,SCUOLA PRIMARIA,2,7 anni,17
202425,PRMM83601Q,SCUOLA SECONDARIA I GRADO,1,12 anni,21
202425,AGEE81805B,SCUOLA PRIMARIA,2,8 anni,1
202425,RMEE8DQ035,SCUOLA PRIMARIA,4,9 anni,33
202425,RIMM823046,SCUOLA SECONDARIA I GRADO,1,11 anni,9
202425,RCEE869055,SCUOLA PRIMARIA,4,8 anni,1
202425,CHEE81601B,SCUOLA PRIMARIA,2,7 anni,13
202425,MIRH038016,SCUOLA SECONDARIA II GRADO,5,17 anni,1
202425,RAEE80205D,SCUOLA PRIMARIA,4,9 anni,14
202425,MIEE8CB022,SCUOLA PRIMARIA,2,8 anni,2
202425,CLEE828016,SCUOLA PRIMARIA,4,8 anni,24
202425,CLPS03000N,SCUOLA SECONDARIA II GRADO,5,18 anni,137
202425,GORM01101X,SCUOLA SECONDARIA II GRADO,2,16 anni,10
202425,RMEE8EW034,SCUOLA PRIMARIA,4,10 anni,11
202425,TPEE066024,SCUOLA PRIMARIA,2,6 anni,2
202425,PDPS00301Q,SCUOLA SECONDARIA II GRADO,4,17 anni,97
202425,PAEE84504L,SCUOLA PRIMARIA,2,6 anni,1
202425,NATD022018,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
202425,VAEE87702D,SCUOLA PRIMARIA,3,8 anni,34
202425,RMEE821013,SCUOLA PRIMARIA,5,> di 10 anni,6
202425,NAPS690018,SCUOLA SECONDARIA II GRADO,3,18 anni,2
202425,MSMM81001V,SCUOLA SECONDARIA I GRADO,2,12 anni,33
202425,PDEE84502A,SCUOLA PRIMARIA,5,> di 10 anni,6
202425,PREE827012,SCUOLA PRIMARIA,5,10 anni,82
202425,RCPS022018,SCUOLA SECONDARIA II GRADO,1,15 anni,1
202425,PRTL020001,SCUOLA SECONDARIA II GRADO,2,14 anni,7
202425,AQTF014011,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,SRSL01101B,SCUOLA SECONDARIA II GRADO,3,15 anni,7
202425,MIEE8D102R,SCUOLA PRIMARIA,5,10 anni,43
202425,VTEE83203N,SCUOLA PRIMARIA,2,8 anni,1
202425,MBMM8DC017,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,10
202425,BSEE807016,SCUOLA PRIMARIA,2,8 anni,1
202425,RMEE847039,SCUOLA PRIMARIA,5,9 anni,2
202425,RMTD05901T,SCUOLA SECONDARIA II GRADO,2,15 anni,63
202425,MCRI010008,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,24
202425,NAEE8E902G,SCUOLA PRIMARIA,4,9 anni,45
202425,CAEE882028,SCUOLA PRIMARIA,3,8 anni,17
202425,BGEE82203T,SCUOLA PRIMARIA,2,8 anni,2
202425,VEEE859019,SCUOLA PRIMARIA,2,8 anni,2
202425,BNMM81202A,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,PAEE8AF02E,SCUOLA PRIMARIA,5,9 anni,1
202425,BSRC029014,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,5
202425,SRMM853024,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202425,BAMM818012,SCUOLA SECONDARIA I GRADO,2,12 anni,112
202425,LTEE81901X,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,RMEE8GB021,SCUOLA PRIMARIA,5,9 anni,7
202425,NARC12301N,SCUOLA SECONDARIA II GRADO,2,17 anni,13
202425,VTPS01303R,SCUOLA SECONDARIA II GRADO,2,17 anni,4
202425,VTEE82401L,SCUOLA PRIMARIA,2,6 anni,1
202425,TOTA044026,SCUOLA SECONDARIA II GRADO,5,18 anni,27
202425,SVEE81105B,SCUOLA PRIMARIA,3,9 anni,1
202425,FRSL031018,SCUOLA SECONDARIA II GRADO,4,17 anni,38
202425,UDEE83301D,SCUOLA PRIMARIA,4,10 anni,1
202425,TOSD02601L,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
202425,PAEE839027,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,MCEE83602R,SCUOLA PRIMARIA,4,10 anni,2
202425,CEEE828055,SCUOLA PRIMARIA,5,9 anni,3
202425,TAEE83001A,SCUOLA PRIMARIA,2,7 anni,34
202425,PAEE892035,SCUOLA PRIMARIA,4,9 anni,71
202425,NAEE18708X,SCUOLA PRIMARIA,1,9 anni,1
202425,PEEE831012,SCUOLA PRIMARIA,3,8 anni,26
202425,LIEE82202T,SCUOLA PRIMARIA,3,8 anni,41
202425,CLMM81701P,SCUOLA SECONDARIA I GRADO,3,13 anni,91
202425,ENEE82602X,SCUOLA PRIMARIA,5,10 anni,11
202425,ANTF018013,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,12
202425,LCEE822029,SCUOLA PRIMARIA,2,7 anni,29
202425,BNEE83405B,SCUOLA PRIMARIA,5,9 anni,1
202425,RMEE8B401E,SCUOLA PRIMARIA,5,10 anni,21
202425,PTEE81502B,SCUOLA PRIMARIA,4,9 anni,58
202425,TOEE85601D,SCUOLA PRIMARIA,4,8 anni,1
202425,RCRC00301B,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,4
202425,ALEE81905T,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,PTEE82204L,SCUOLA PRIMARIA,4,10 anni,4
202425,LETD04401P,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
202425,VREE89302D,SCUOLA PRIMARIA,2,7 anni,19
202425,SSEE84807A,SCUOLA PRIMARIA,3,10 anni,1
202425,ENTD013015,SCUOLA SECONDARIA II GRADO,3,15 anni,4
202425,PGMM841016,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202425,BTRI050008,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,RCEE83916T,SCUOLA PRIMARIA,3,7 anni,3
202425,RMMM8D2013,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,3
202425,FEEE82601Q,SCUOLA PRIMARIA,3,7 anni,2
202425,VRMM86201Q,SCUOLA SECONDARIA I GRADO,3,13 anni,92
202425,GEEE867027,SCUOLA PRIMARIA,4,9 anni,12
202425,OREE82808T,SCUOLA PRIMARIA,2,7 anni,18
202425,SRRA00353L,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,6
202425,RMEE8GT02R,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,ARTA018016,SCUOLA SECONDARIA II GRADO,4,17 anni,11
202425,CLEE82705E,SCUOLA PRIMARIA,3,9 anni,2
202425,BSEE89301A,SCUOLA PRIMARIA,3,7 anni,2
202425,CTEE8BG01B,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,LUMM84501V,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202425,RCEE81703A,SCUOLA PRIMARIA,4,10 anni,1
202425,FGPC003013,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,MOEE84801Q,SCUOLA PRIMARIA,3,7 anni,6
202425,FREE821018,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,CATF01601V,SCUOLA SECONDARIA II GRADO,1,16 anni,4
202425,FESD009011,SCUOLA SECONDARIA II GRADO,5,18 anni,84
202425,VRRA012041,SCUOLA SECONDARIA II GRADO,1,16 anni,4
202425,RMEE22103X,SCUOLA PRIMARIA,4,> di 10 anni,1
202425,PNEE836011,SCUOLA PRIMARIA,5,10 anni,20
202425,BAEE811018,SCUOLA PRIMARIA,5,9 anni,1
202425,VATL013018,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
202425,BNMM834016,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202425,SAMM88002A,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202425,LOTD01050C,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,13
202425,GEMM833012,SCUOLA SECONDARIA I GRADO,1,12 anni,8
202425,TOEE8AF035,SCUOLA PRIMARIA,4,8 anni,2
202425,GEEE84405N,SCUOLA PRIMARIA,4,9 anni,16
202425,ATEE812043,SCUOLA PRIMARIA,3,8 anni,29
202425,BAPS060001,SCUOLA SECONDARIA II GRADO,5,17 anni,41
202425,VEPS023013,SCUOLA SECONDARIA II GRADO,3,15 anni,10
202425,MEMM814068,SCUOLA SECONDARIA I GRADO,3,12 anni,13
202425,MTPS004018,SCUOLA SECONDARIA II GRADO,4,17 anni,13
202425,VREE860048,SCUOLA PRIMARIA,5,10 anni,8
202425,VVEE820032,SCUOLA PRIMARIA,3,8 anni,15
202425,TOPS05701T,SCUOLA SECONDARIA II GRADO,2,15 anni,143
202425,BNSL01401B,SCUOLA SECONDARIA II GRADO,1,15 anni,1
202425,BNRC026019,SCUOLA SECONDARIA II GRADO,1,16 anni,9
202425,BNMM813015,SCUOLA SECONDARIA I GRADO,3,13 anni,30
202425,BAMM8AT01V,SCUOLA SECONDARIA I GRADO,3,12 anni,14
202425,MBTF063014,SCUOLA SECONDARIA II GRADO,4,17 anni,66
202425,BSEE86907Q,SCUOLA PRIMARIA,3,8 anni,52
202425,TOMM8A801N,SCUOLA SECONDARIA I GRADO,3,13 anni,185
202425,IMEE81906D,SCUOLA PRIMARIA,3,7 anni,1
202425,CSMM84602N,SCUOLA SECONDARIA I GRADO,2,12 anni,4
202425,KRTA004018,SCUOLA SECONDARIA II GRADO,4,16 anni,2
202425,TPMM84001R,SCUOLA SECONDARIA I GRADO,2,12 anni,128
202425,MOEE84303P,SCUOLA PRIMARIA,2,7 anni,20
202425,BGMM897014,SCUOLA SECONDARIA I GRADO,3,13 anni,57
202425,VRRH02000X,SCUOLA SECONDARIA II GRADO,5,18 anni,35
202425,VVMM833011,SCUOLA SECONDARIA I GRADO,2,11 anni,9
202425,MEEE838091,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,LTEE84903T,SCUOLA PRIMARIA,3,7 anni,4
202425,SREE80601E,SCUOLA PRIMARIA,2,6 anni,8
202425,NAMM8DL01X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,7
202425,TPEE836038,SCUOLA PRIMARIA,2,7 anni,6
202425,PGEE83103P,SCUOLA PRIMARIA,1,6 anni,1
202425,SAEE85504R,SCUOLA PRIMARIA,2,7 anni,16
202425,UDEE84603N,SCUOLA PRIMARIA,3,8 anni,30
202425,AVEE86101Q,SCUOLA PRIMARIA,3,7 anni,1
202425,AVEE87003L,SCUOLA PRIMARIA,5,9 anni,4
202425,CEPM070509,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,84
202425,CSEE82207B,SCUOLA PRIMARIA,2,6 anni,2
202425,CAEE82805P,SCUOLA PRIMARIA,1,6 anni,6
202425,SIMM82601A,SCUOLA SECONDARIA I GRADO,1,12 anni,7
202425,SREE81401D,SCUOLA PRIMARIA,4,9 anni,38
202425,SAMM8AZ01D,SCUOLA SECONDARIA I GRADO,1,11 anni,99
202425,NAMM8FX02D,SCUOLA SECONDARIA I GRADO,1,11 anni,37
202425,RMEE8AH017,SCUOLA PRIMARIA,5,9 anni,3
202425,MIPS01000G,SCUOLA SECONDARIA II GRADO,3,16 anni,217
202425,MIRA08301X,SCUOLA SECONDARIA II GRADO,1,14 anni,21
202425,FITE004012,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,ANEE84702D,SCUOLA PRIMARIA,3,8 anni,18
202425,PDEE88203A,SCUOLA PRIMARIA,5,10 anni,45
202425,MBPM06000E,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,21
202425,LCEE81901C,SCUOLA PRIMARIA,1,7 anni,1
202425,MORC00601P,SCUOLA SECONDARIA II GRADO,4,17 anni,15
202425,TOEE8CD02N,SCUOLA PRIMARIA,1,6 anni,75
202425,ORTD00801N,SCUOLA SECONDARIA II GRADO,4,17 anni,18
202425,CSEE8AH01D,SCUOLA PRIMARIA,4,9 anni,81
202425,VIRI00701N,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,17
202425,PREE82201V,SCUOLA PRIMARIA,3,7 anni,6
202425,LTEE85301B,SCUOLA PRIMARIA,3,9 anni,4
202425,MNSL00601A,SCUOLA SECONDARIA II GRADO,1,17 anni,1
202425,CBPS02201P,SCUOLA SECONDARIA II GRADO,1,14 anni,146
202425,PTEE82203G,SCUOLA PRIMARIA,4,8 anni,1
202425,FOEE80903L,SCUOLA PRIMARIA,3,8 anni,10
202425,LETD08000R,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,1
202425,SAEE816035,SCUOLA PRIMARIA,3,9 anni,1
202425,BOEE85202E,SCUOLA PRIMARIA,4,10 anni,2
202425,PDEE874019,SCUOLA PRIMARIA,4,10 anni,2
202425,UDTD007019,SCUOLA SECONDARIA II GRADO,4,18 anni,5
202425,MBMM8AJ01A,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,CAPS02901V,SCUOLA SECONDARIA II GRADO,4,17 anni,33
202425,BSEE823014,SCUOLA PRIMARIA,4,9 anni,37
202425,CEPS004011,SCUOLA SECONDARIA II GRADO,2,15 anni,45
202425,CERI047014,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,BGRC01101A,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,RMTA06000E,SCUOLA SECONDARIA II GRADO,2,15 anni,90
202425,LOMM80401B,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,RMEE8C409D,SCUOLA PRIMARIA,3,8 anni,32
202425,MBEE8BS01A,SCUOLA PRIMARIA,2,7 anni,42
202425,VIEE821027,SCUOLA PRIMARIA,5,9 anni,1
202425,TAEE88003D,SCUOLA PRIMARIA,4,9 anni,47
202425,TVRH01005V,SCUOLA SECONDARIA II GRADO,2,16 anni,3
202425,TVPS01000X,SCUOLA SECONDARIA II GRADO,3,15 anni,8
202425,ATEE81403N,SCUOLA PRIMARIA,4,8 anni,2
202425,BOPS02001E,SCUOLA SECONDARIA II GRADO,4,16 anni,2
202425,NARH122013,SCUOLA SECONDARIA II GRADO,2,16 anni,4
202425,ANEE84204C,SCUOLA PRIMARIA,1,7 anni,1
202425,CTMM83401D,SCUOLA SECONDARIA I GRADO,2,12 anni,103
202425,CTEE85601B,SCUOLA PRIMARIA,2,8 anni,2
202425,CEMM89601E,SCUOLA SECONDARIA I GRADO,1,13 anni,2
202425,CEMM8AB03C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202425,TOEE8B702E,SCUOLA PRIMARIA,4,8 anni,6
202425,SAEE88003C,SCUOLA PRIMARIA,4,9 anni,7
202425,MIEE85402V,SCUOLA PRIMARIA,1,6 anni,34
202425,MIEE8AP01B,SCUOLA PRIMARIA,4,10 anni,8
202425,CEEE81806G,SCUOLA PRIMARIA,3,8 anni,22
202425,RMTD11101N,SCUOLA SECONDARIA II GRADO,1,15 anni,19
202425,RMPS11301D,SCUOLA SECONDARIA II GRADO,5,17 anni,17
202425,VIEE83403A,SCUOLA PRIMARIA,3,8 anni,24
202425,PAEE8A101A,SCUOLA PRIMARIA,1,< di 6 anni,11
202425,UDEE80903P,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,TAEE87803D,SCUOLA PRIMARIA,4,9 anni,38
202425,MCEE818049,SCUOLA PRIMARIA,3,8 anni,16
202425,MIRC07701G,SCUOLA SECONDARIA II GRADO,1,14 anni,37
202425,CTMM8AZ01B,SCUOLA SECONDARIA I GRADO,3,12 anni,16
202425,RIPS070005,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,13
202425,RNEE819033,SCUOLA PRIMARIA,1,6 anni,19
202425,RMRC09751P,SCUOLA SECONDARIA II GRADO,5,17 anni,2
202425,VAEE82001L,SCUOLA PRIMARIA,1,6 anni,46
202425,FGMM835014,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202425,GEPM04000P,SCUOLA SECONDARIA II GRADO,1,16 anni,5
202425,RGMM825012,SCUOLA SECONDARIA I GRADO,2,12 anni,124
202425,BLEE816013,SCUOLA PRIMARIA,2,8 anni,2
202425,BSMM878017,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,BOEE883026,SCUOLA PRIMARIA,4,10 anni,2
202425,LIPS02000L,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,PRTD00301T,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,6
202425,UDEE81601Q,SCUOLA PRIMARIA,5,9 anni,1
202425,AREE81501R,SCUOLA PRIMARIA,5,9 anni,1
202425,VAEE84302A,SCUOLA PRIMARIA,3,8 anni,49
202425,REEE835035,SCUOLA PRIMARIA,1,7 anni,3
202425,TOTD06851D,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,26
202425,BTRF044013,SCUOLA SECONDARIA II GRADO,2,14 anni,5
202425,CBRH010005,SCUOLA SECONDARIA II GRADO,3,17 anni,30
202425,MSEE822016,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,GRMM831012,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,BGEE833016,SCUOLA PRIMARIA,1,6 anni,52
202425,MIMM8EA019,SCUOLA SECONDARIA I GRADO,2,13 anni,5
202425,GEEE85501X,SCUOLA PRIMARIA,3,8 anni,36
202425,NUTF00701L,SCUOLA SECONDARIA II GRADO,1,15 anni,7
202425,CTMM8AH01G,SCUOLA SECONDARIA I GRADO,1,11 anni,40
202425,CLTD09050E,SCUOLA SECONDARIA II GRADO,1,16 anni,2
202425,GOEE815012,SCUOLA PRIMARIA,2,7 anni,17
202425,PDMM86002B,SCUOLA SECONDARIA I GRADO,2,13 anni,4
202425,ANSD01001R,SCUOLA SECONDARIA II GRADO,3,16 anni,30
202425,CSMM87703A,SCUOLA SECONDARIA I GRADO,1,11 anni,22
202425,AGRI022501,SCUOLA SECONDARIA II GRADO,3,16 anni,1
202425,SAEE8B3016,SCUOLA PRIMARIA,4,8 anni,6
202425,CNEE826048,SCUOLA PRIMARIA,4,9 anni,3
202425,BAEE83102E,SCUOLA PRIMARIA,2,7 anni,29
202425,GREE817084,SCUOLA PRIMARIA,4,9 anni,2
202425,MIMM8BK01N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202425,MIMM8C7013,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,1
202425,RCTF01701V,SCUOLA SECONDARIA II GRADO,2,16 anni,2
202425,VIEE827048,SCUOLA PRIMARIA,5,9 anni,1
202425,RMEE8G901P,SCUOLA PRIMARIA,5,10 anni,89
202425,RMEE8D8013,SCUOLA PRIMARIA,5,9 anni,4
202425,PGMM84401N,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,2
202425,RMEE8F101D,SCUOLA PRIMARIA,2,7 anni,47
202425,LCEE828039,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,PTEE80602L,SCUOLA PRIMARIA,4,10 anni,3
202425,MTEE83501B,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,RMPS29000P,SCUOLA SECONDARIA II GRADO,1,14 anni,248
202425,RMRI07701R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
202425,GREE81102V,SCUOLA PRIMARIA,4,9 anni,8
202425,VEEE84004B,SCUOLA PRIMARIA,3,7 anni,2
202425,VTEE818019,SCUOLA PRIMARIA,4,9 anni,37
202425,VTEE80402C,SCUOLA PRIMARIA,5,9 anni,1
202425,PZEE81702Q,SCUOLA PRIMARIA,5,10 anni,7
202425,SVEE82205T,SCUOLA PRIMARIA,5,> di 10 anni,5
202425,RCEE83702E,SCUOLA PRIMARIA,3,8 anni,11
202425,TVEE834033,SCUOLA PRIMARIA,5,10 anni,24
202425,RMSL04000R,SCUOLA SECONDARIA II GRADO,5,18 anni,75
202425,PATD043016,SCUOLA SECONDARIA II GRADO,4,17 anni,93
202425,GEMM818021,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,RARC00351G,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,25
202425,SAEE8CB011,SCUOLA PRIMARIA,1,7 anni,1
202425,NARA04101B,SCUOLA SECONDARIA II GRADO,1,14 anni,19
202425,CTMM8BL013,SCUOLA SECONDARIA I GRADO,3,12 anni,31
202425,LUEE822028,SCUOLA PRIMARIA,3,7 anni,1
202425,SPRA01101V,SCUOLA SECONDARIA II GRADO,4,16 anni,2
202425,LUMM82001E,SCUOLA SECONDARIA I GRADO,3,13 anni,125
202425,CAPM04000N,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,6
202425,GETD02301R,SCUOLA SECONDARIA II GRADO,2,18 anni,4
202425,CATD01101D,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,4
202425,FGMM843013,SCUOLA SECONDARIA I GRADO,2,12 anni,78
202425,FGEE009081,SCUOLA PRIMARIA,2,7 anni,42
202425,VRRI01001T,SCUOLA SECONDARIA II GRADO,2,15 anni,38
202425,PEMM83801Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,6
202425,COEE809047,SCUOLA PRIMARIA,2,7 anni,6
202425,NAMM8GC01Q,SCUOLA SECONDARIA I GRADO,3,13 anni,52
202425,CBEE816031,SCUOLA PRIMARIA,2,7 anni,7
202425,VBPS003012,SCUOLA SECONDARIA II GRADO,1,15 anni,2
202425,ALEE83005L,SCUOLA PRIMARIA,5,9 anni,2
202425,TERC008534,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,27
202425,RMEE8DJ029,SCUOLA PRIMARIA,4,9 anni,23
202425,RMEE868029,SCUOLA PRIMARIA,3,8 anni,35
202425,PGEE834036,SCUOLA PRIMARIA,5,10 anni,43
202425,PDEE86404T,SCUOLA PRIMARIA,4,10 anni,2
202425,GEEE83402X,SCUOLA PRIMARIA,1,< di 6 anni,1
