AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2023/2024;1501;Milano;LM-74;Scienze della Terra;15.0;15146;9;M;46
2023/2024;1501;Milano;L-25;Scienze e Tecnologie Agrarie;15.0;15146;13;F;46
2023/2024;1501;Milano;L/SNT2;Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva);15.0;15146;14;F;46
2023/2024;1501;Milano;L/SNT4;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);15.0;15146;14;F;46
2023/2024;1202;Insubria;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);12.0;12133;14;F;46
2023/2024;1202;Insubria;LM-46;Odontoiatria e Protesi Dentaria;12.0;12133;14;M;46
2023/2024;1501;Milano;99999;Medicina e chirurgia;15.0;15146;14;F;46
2023/2024;1504;Milano Cattolica;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);58.0;58091;14;F;46
2023/2024;1504;Milano Cattolica;LM-78;Filosofia;15.0;15146;3;F;46
2023/2024;1504;Milano Cattolica;LM-39;Linguistic Computing;15.0;15146;4;F;46
2023/2024;1504;Milano Cattolica;LM-51;Psicologia per il Benessere: Empowerment, Riabilitazione e Tecnologia Positiva;15.0;15146;6;M;46
2023/2024;1502;Milano Politecnico;L-9;Ingegneria Gestionale;19.0;19036;12;F;46
2023/2024;1503;Milano Bocconi;L-33;Economia e Scienze Sociali;15.0;15146;7;F;46
2023/2024;1701;Brescia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);20.0;20030;14;M;46
2023/2024;1509;Milano Bicocca;L/SNT2;Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva);15.0;108033;14;F;46
2023/2024;2201;Trento;LM-23;Ingegneria Civile;22.0;22205;11;F;46
2023/2024;2201;Trento;LM-88;Organizzazione, Societa' e Tecnologia;22.0;22205;5;F;46
2023/2024;2101;Bolzano;L-39;Servizio Sociale;21.0;21011;14;F;46
2023/2024;1801;Pavia;LM-23;Civil Engineering For Mitigation Of Risk From Natural Hazards;18.0;18110;11;M;46
2023/2024;2801;Padova;LM-15;Lettere Classiche e Storia Antica;28.0;28060;3;F;46
2023/2024;2801;Padova;L-25;Scienze e Tecnologie Viticole ed Enologiche;26.0;26021;13;F;46
2023/2024;2301;Verona;LM-7;Biotecnologie Agro-Alimentari;23.0;23091;9;F;46
2023/2024;2801;Padova;LM-86;Scienze e Tecnologie Animali;28.0;28044;13;F;46
2023/2024;2801;Padova;LM-77;Management For Sustainable Firms;28.0;28060;7;M;46
2023/2024;3001;Udine;LM-29;Ingegneria Elettronica;30.0;30129;12;M;46
2023/2024;3401;Parma;L-8;Ingegneria delle Tecnologie Informatiche;34.0;34027;12;F;46
2023/2024;3701;Bologna;LM-27;Telecommunications Engineering;37.0;37006;12;M;46
2023/2024;3701;Bologna;LM-77;Economia, Consulenza e Professioni;37.0;37006;7;F;46
2023/2024;3701;Bologna;LM-24;Ingegneria dei Processi e dei Sistemi Edilizi;39.0;39014;11;M;46
2023/2024;3701;Bologna;LM-12;Design Avanzato;37.0;37006;2;M;46
2023/2024;4801;Firenze;L-19;Scienze dell'Infanzia;48.0;48017;1;F;46
2023/2024;4801;Firenze;LM-6;Biologia Molecolare e Applicata;48.0;48017;9;M;46
2023/2024;4801;Firenze;LM-51;Psicologia del Ciclo di Vita e dei Contesti;48.0;48017;6;M;46
2023/2024;5001;Pisa;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);50.0;50026;14;F;46
2023/2024;5001;Pisa;99999;Lettere;50.0;50026;3;F;46
2023/2024;4201;Marche;LM-41;Medicine And Surgery;42.0;42002;14;M;46
2023/2024;4201;Marche;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);42.0;42002;14;F;46
2023/2024;3801;Ferrara;L-5;Filosofia e Società Contemporanea;38.0;38008;3;F;46
2023/2024;5401;Perugia;LM-40;Matematica;54.0;54039;9;F;46
2023/2024;5601;Tuscia;L-22;Sport, Benessere e Attività Motoria in Ambiente Naturale;56.0;56059;15;F;46
2023/2024;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);56.0;56059;14;M;46
2023/2024;5001;Pisa;L-38;Scienze e Tecnologie delle Produzioni Animali;50.0;50026;13;M;46
2023/2024;5001;Pisa;LM-53;Materials And Nanotechnology;50.0;50026;12;M;46
2023/2024;5001;Pisa;LM-39;Linguistica e Traduzione;50.0;50026;4;M;46
2023/2024;5201;Siena;LM-31;Engineering Management;52.0;52032;12;M;46
2023/2024;5801;Roma La Sapienza;LM-41;"Medicina e Chirurgia ""D""";58.0;58091;14;F;46
2023/2024;5801;Roma La Sapienza;LM-62;Scienze della Politica;58.0;58091;5;F;46
2023/2024;5810;Roma Marconi - telematica;LM-23;Ingegneria Civile;58.0;58091;11;F;46
2023/2024;6001;Cassino;L-18;Economia Aziendale;60.0;60038;7;F;46
2023/2024;6201;Sannio;L-8;Ingegneria Elettronica per l'Automazione e le Telecomunicazioni;62.0;62008;12;M;46
2023/2024;6202;Benevento Giustino Fortunato - telematica;L-24;Scienze e Tecniche Psicologiche;62.0;62008;6;M;46
2023/2024;6301;Napoli Federico II;LM/SNT1;Scienze Infermieristiche e Ostetriche;63.0;63049;14;M;46
2023/2024;6301;Napoli Federico II;L-30;Corso di Laurea in Fisica;63.0;63049;9;M;46
2023/2024;6302;Napoli Parthenope;L-31;Ingegneria e Scienze Informatiche per la Cybersecurity;63.0;63050;10;M;46
2023/2024;6301;Napoli Federico II;LM-25;Ingegneria dell'Automazione e Robotica;63.0;63049;12;F;46
2023/2024;1001;Genova;LM-4;Architectural Composition;10.0;10025;11;F;46
2023/2024;101;Torino;LM-83;Quantitative Finance And Insurance - Finanza Quantitativa e Assicurazioni;1.0;1272;9;M;46
2023/2024;101;Torino;LM-77;Professioni Contabili;1.0;1272;7;F;46
2023/2024;101;Torino;99999;Medicina e chirurgia;1.0;1272;14;F;46
2023/2024;101;Torino;L-14;Diritto Agroalimentare;1.0;1272;8;F;46
2024/2025;1001;Genova;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);10.0;10025;14;M;47
2024/2025;701;Aosta;L-18;Economia e Management;7.0;7058;7;M;47
2024/2025;102;Torino Politecnico;LM-48;Pianificazione Urbanistica e Territoriale;1.0;1272;11;M;47
2024/2025;102;Torino Politecnico;LM-33;Automotive Engineering (Ingegneria dell'Autoveicolo);1.0;1272;12;F;47
2024/2025;1001;Genova;LM-4;Architettura;10.0;10025;11;M;47
2024/2025;1001;Genova;LM-77;Economia e Management Marittimo e Portuale;10.0;10025;7;F;47
2024/2025;3601;Modena e Reggio Emilia;L-19;Digital Education;35.0;35033;1;M;47
2024/2025;3601;Modena e Reggio Emilia;L-19;Scienze dell'Educazione;35.0;35033;1;F;47
2024/2025;3401;Parma;LM-51;Psicobiologia e Neuroscienze Cognitive;34.0;34027;6;M;47
2024/2025;2801;Padova;LM-39;Linguistica;28.0;28060;4;M;47
2024/2025;2801;Padova;LM-85;Culture, Formazione e Societa' Globale;28.0;28060;1;F;47
2024/2025;3001;Udine;L-25;Viticoltura ed Enologia;30.0;30129;13;F;47
2024/2025;3201;Trieste;LM-52;Diplomazia e Cooperazione Internazionale;31.0;31007;5;F;47
2024/2025;3201;Trieste;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);32.0;32006;14;F;47
2024/2025;1601;Bergamo;LM-37;Intercultural Studies in Languages And Literatures;16.0;16024;4;M;47
2024/2025;1601;Bergamo;LM-19;Comunicazione, Informazione, Editoria;16.0;16024;5;M;47
2024/2025;1701;Brescia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);19.0;19036;14;M;47
2024/2025;1701;Brescia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);16.0;16008;14;F;47
2024/2025;1601;Bergamo;LM-56;Economics And Data Analysis;16.0;16024;7;F;47
2024/2025;1701;Brescia;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);17.0;17029;14;F;47
2024/2025;1509;Milano Bicocca;LM-58;Astrophysics And Space Physics;15.0;15146;9;M;47
2024/2025;1801;Pavia;LM-56;Economics, Development And Innovation - Economia, Sviluppo e Innovazione;18.0;18110;7;M;47
2024/2025;1801;Pavia;LM/SNT1;Scienze Infermieristiche e Ostetriche;18.0;18110;14;F;47
2024/2025;1504;Milano Cattolica;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);76.0;76063;14;M;47
2024/2025;1502;Milano Politecnico;L-8;Ingegneria Gestionale;19.0;19036;12;M;47
2024/2025;1504;Milano Cattolica;LM-69;Agricoltura Sostenibile e di Precisione;33.0;33032;13;M;47
2024/2025;1504;Milano Cattolica;L-26;Scienze e Tecnologie Alimentari;19.0;19036;13;F;47
2024/2025;1501;Milano;L-1;Ancient Civilizations For The Contemporary World;15.0;15146;2;M;47
2024/2025;1501;Milano;LM-62;Global Politics And Society;15.0;15146;5;M;47
2024/2025;1501;Milano;LM-74;Scienze della Terra;15.0;15146;9;M;47
2024/2025;1501;Milano;LM-89;Storia e Critica dell'Arte;15.0;15146;2;M;47
2024/2025;1501;Milano;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;15.0;15146;14;F;47
2024/2025;1501;Milano;L-25;Produzione e Protezione delle Piante e dei Sistemi del Verde;15.0;15146;13;F;47
2024/2025;8701;Catania;LM-62;Global Politics And Euro-Mediterranean Relations;87.0;87015;5;F;47
2024/2025;8701;Catania;LM-6;Biologia Sperimentale e Applicata;87.0;87015;9;M;47
2024/2025;8701;Catania;LM-41;Medicine And Surgery;87.0;87015;14;M;47
2024/2025;9001;Sassari;L-4;Design;90.0;90003;2;F;47
2024/2025;9201;Cagliari;LM-50;Scienze Pedagogiche e dei Servizi Educativi;92.0;92009;1;F;47
2024/2025;9201;Cagliari;LM-61;Scienze degli Alimenti e della Nutrizione;92.0;92009;9;M;47
2024/2025;8201;Palermo;LM-78;Scienze Filosofiche e Storiche;82.0;82053;3;F;47
2024/2025;8201;Palermo;LM-89;Storia dell'Arte;82.0;82053;2;M;47
2024/2025;8301;Messina;L-38;Scienze, Tecnologie e Sicurezza delle Produzioni Animali;83.0;83048;13;M;47
2024/2025;8301;Messina;L-32;Scienze Ambientali Marine e Terrestri;83.0;83048;9;M;47
2024/2025;8301;Messina;L-29;Scienze Nutraceutiche e Alimenti Funzionali;83.0;83048;9;F;47
2024/2025;9201;Cagliari;LM-89;Storia dell'Arte;92.0;92009;2;F;47
2024/2025;8201;Palermo;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);84.0;84001;14;M;47
2024/2025;7901;Catanzaro;LM-41;Medicina e Chirurgia - Td;101.0;101010;14;F;47
2024/2025;7801;Calabria;LM-84;Scienze Storiche;78.0;78102;3;M;47
2024/2025;7202;Bari Politecnico;L-9;Ingegneria Elettrica;72.0;72006;12;F;47
2024/2025;7601;Basilicata;L-31;Scienze e Tecnologie Informatiche;76.0;76063;10;F;47
2024/2025;7501;Salento;LM-23;Ingegneria Civile;75.0;75035;11;M;47
2024/2025;7101;Foggia;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);110.0;110002;14;F;47
2024/2025;7101;Foggia;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);71.0;71024;14;F;47
2024/2025;6501;Salerno;LM-56;Economia Governo e Amministrazione;65.0;65052;7;M;47
2024/2025;6501;Salerno;LM-37;Lingue e Letterature Moderne;65.0;65052;4;M;47
2024/2025;6501;Salerno;LM-40;Matematica;65.0;65052;9;M;47
2024/2025;6601;L'Aquila;L-5;Filosofia e Teoria dei Processi Comunicativi;66.0;66049;3;F;47
2024/2025;6001;Cassino;L-18;Economia e Management del Made in Italy;60.0;60038;7;M;47
2024/2025;5817;Roma Link Campus;LM-13;Farmacia;58.0;58091;14;M;47
2024/2025;6302;Napoli Parthenope;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);63.0;63049;14;M;47
2024/2025;6301;Napoli Federico II;LM-25;Ingegneria dell'Automazione e Robotica;63.0;63049;12;F;47
2024/2025;6301;Napoli Federico II;LM-54;Scienze Chimiche;63.0;63049;9;M;47
2024/2025;5802;Roma Tor Vergata;LM-8;Biotechnology - Biotecnologie;58.0;58091;9;F;47
2024/2025;5802;Roma Tor Vergata;L-27;Chimica Applicata;58.0;58091;9;F;47
2024/2025;5808;Roma Biomedico;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);58.0;58091;14;F;47
2024/2025;5813;Roma UNINETTUNO - telematica;LM-23;Ingegneria Civile;58.0;58091;11;F;47
2024/2025;5807;Roma Tre;LM-56;Economia dell’Ambiente, Lavoro e Sviluppo Sostenibile;58.0;58091;7;M;47
2024/2025;5401;Perugia;LM-14;Studi Italiani, Classici e Storia Europea;54.0;54039;3;M;47
2024/2025;5001;Pisa;LM-22;Ingegneria Chimica;50.0;50026;12;F;47
2024/2025;5001;Pisa;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);50.0;50026;14;M;47
2024/2025;3801;Ferrara;LM-2;Quaternario, Preistoria e Archeologia;38.0;38008;3;M;47
2024/2025;3801;Ferrara;LM-23;Ingegneria Civile;38.0;38008;11;F;47
2024/2025;4101;Urbino;LM-68;Scienze dello Sport;41.0;41067;15;F;47
2024/2025;4101;Urbino;LM-77;Marketing e Comunicazione per le Aziende;41.0;41067;7;M;47
2023/2024;9201;Cagliari;L-8;Ingegneria Elettronica, Informatica e delle Telecomunicazioni;92.0;92009;12;F;47
2023/2024;8301;Messina;L-26;Scienze Gastronomiche;83.0;83048;13;F;47
2023/2024;7801;Calabria;LM-22;Ingegneria Chimica;78.0;78102;12;F;47
2023/2024;7901;Catanzaro;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);79.0;79023;14;F;47
2023/2024;7501;Salento;LM-78;Scienze Filosofiche;75.0;75035;3;F;47
2023/2024;7601;Basilicata;LM-33;Ingegneria Meccanica;76.0;76063;12;M;47
2023/2024;7801;Calabria;L-41;Statistica per Data Science;78.0;78102;9;M;47
2023/2024;7201;Bari;LM-70;Scienze e Tecnologie Alimentari;72.0;72006;13;F;47
2023/2024;6601;L'Aquila;LM-38;Lingue e Culture per la Comunicazione e la Cooperazione Internazionale;66.0;66049;4;F;47
2023/2024;6601;L'Aquila;LM-31;Ingegneria Gestionale;66.0;66049;12;M;47
2023/2024;6901;Chieti e Pescara;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);69.0;69022;14;M;47
2023/2024;6901;Chieti e Pescara;46/S;Corso di Laurea Specialistica in Medicina e Chirurgia;69.0;69022;14;F;47
2023/2024;7001;Molise;L-31;Informatica;94.0;94031;10;F;47
2023/2024;6304;Napoli Benincasa;LM-59;Comunicazione Pubblica e d'Impresa;63.0;63049;5;M;47
2023/2024;6303;Napoli L'Orientale;LM-52;Relazioni Internazionali;63.0;63049;5;M;47
2023/2024;6306;Napoli Vanvitelli;LM-40;Matematica;61.0;61022;9;F;47
2023/2024;6306;Napoli Vanvitelli;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);63.0;63049;14;F;47
2023/2024;6306;Napoli Vanvitelli;L-35;Matematica;61.0;61022;9;M;47
2023/2024;6301;Napoli Federico II;L-8;Ingegneria Meccatronica;63.0;63049;12;M;47
2023/2024;6301;Napoli Federico II;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);63.0;63049;14;M;47
2023/2024;5807;Roma Tre;LM-23;Ingegneria delle Infrastrutture Viarie e Trasporti;58.0;58091;11;M;47
2023/2024;5803;Roma LUMSA;LM-51;Psicologia;58.0;58091;6;M;47
2023/2024;5802;Roma Tor Vergata;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);58.0;58091;14;F;47
2023/2024;5802;Roma Tor Vergata;LM/SNT1;Scienze Infermieristiche e Ostetriche;58.0;58091;14;M;47
2023/2024;5801;Roma La Sapienza;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;58.0;58091;14;F;47
2023/2024;5801;Roma La Sapienza;LM-27;Ingegneria delle Comunicazioni;58.0;58091;12;M;47
2023/2024;5401;Perugia;L-9;Engineering Management;54.0;54039;12;M;47
2023/2024;5001;Pisa;L-9;Ingegneria Meccanica;50.0;50026;12;F;47
2023/2024;5001;Pisa;LM/SNT1;Scienze Infermieristiche e Ostetriche;50.0;50026;14;F;47
2023/2024;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);58.0;58034;14;M;47
2023/2024;5601;Tuscia;LM-77;Amministrazione, Finanza e Controllo;56.0;56059;7;F;47
2023/2024;5401;Perugia;LM-9;Biotecnologie Farmaceutiche;54.0;54039;9;F;47
2023/2024;3801;Ferrara;LM-23;Ingegneria Civile;38.0;38008;11;F;47
2023/2024;4101;Urbino;LM-6;Biologia Molecolare, Sanitaria e della Nutrizione;41.0;41067;9;F;47
2023/2024;4201;Marche;L-9;Ingegneria per la Sostenibilità Industriale;41.0;41044;12;M;47
2023/2024;4801;Firenze;LM-6;Biologia dell'Ambiente e del Comportamento;48.0;48017;9;F;47
2023/2024;4801;Firenze;LM-74;Scienze e Tecnologie Geologiche;48.0;48017;9;M;47
2023/2024;4801;Firenze;L-26;Viticoltura ed Enologia;48.0;48017;13;F;47
2023/2024;3701;Bologna;LM-67;Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata;99.0;99014;14;F;47
2023/2024;3401;Parma;LM-4;Architettura e Citta' Sostenibili;34.0;34027;11;M;47
2023/2024;3401;Parma;LM-78;Filosofia;34.0;34027;3;F;47
2023/2024;3001;Udine;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;30.0;30043;14;M;47
2023/2024;3001;Udine;L-P01;Tecniche dell'Edilizia e del Territorio;30.0;30129;11;M;47
2023/2024;3201;Trieste;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);32.0;32006;14;M;47
2023/2024;3201;Trieste;LM-28;Ingegneria dell'Energia Elettrica e dei Sistemi;32.0;32006;12;M;47
2023/2024;3201;Trieste;LM-52;Diplomazia e Cooperazione internazionale;31.0;31007;5;M;47
2023/2024;2801;Padova;LM-Data;Data Science;28.0;28060;10;F;47
2023/2024;2301;Verona;LM-67;Scienze Motorie Preventive ed Adattate;23.0;23091;14;M;47
2023/2024;2701;Ca' Foscari Venezia;LM-38;Lingue, Economie e Istituzioni dell'Asia e dell'Africa Mediterranea;27.0;27042;4;M;47
2023/2024;2702;Venezia Iuav;LM-4;Architecture;27.0;27042;11;M;47
2023/2024;1801;Pavia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);18.0;18177;14;F;47
2023/2024;1801;Pavia;LM-62;World Politics And International Relations (Politica Nel Mondo e Relazioni Internazionali);18.0;18110;5;M;47
2023/2024;1801;Pavia;LM-51;Psychology, Neuroscience And Human Sciences;18.0;18110;6;M;47
2023/2024;1801;Pavia;LM-9;Medical And Pharmaceutical Biotechnologies;18.0;18110;9;M;47
2023/2024;2201;Trento;LM-77;Management della Sostenibilità e del Turismo;22.0;22205;7;F;47
2023/2024;2301;Verona;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);23.0;23044;14;M;47
2023/2024;1505;Milano IULM;L-3;Arti, Spettacolo, Eventi Culturali;15.0;15146;2;M;47
2023/2024;1509;Milano Bicocca;LM-85;Scienze Pedagogiche;15.0;15146;1;M;47
2023/2024;1701;Brescia;LM-46;Odontoiatria e Protesi Dentaria;17.0;17029;14;M;47
2023/2024;1504;Milano Cattolica;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;58.0;58091;14;F;47
2023/2024;1504;Milano Cattolica;LM-77;Banking e Consulting;33.0;33032;7;F;47
2023/2024;1202;Insubria;LM-54;Chimica;13.0;13075;9;M;47
2023/2024;1202;Insubria;L-35;Matematica;13.0;13075;9;M;47
2023/2024;1202;Insubria;LM-18;Informatica;12.0;12133;10;M;47
2023/2024;1501;Milano;LM-45;Scienze della Musica e dello Spettacolo;15.0;15146;2;F;47
2023/2024;101;Torino;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);1.0;1125;14;M;47
2023/2024;101;Torino;L-38;Produzioni e Gestione degli Animali in allevamento e Selvatici;1.0;1120;13;M;47
2023/2024;1001;Genova;LM-6;Biologia ed Ecologia Marina;10.0;10025;9;M;47
2023/2024;1001;Genova;LM-26;Safety Engineering For Transport, Logistics, And Production - Ingegneria della Sicurezza per i Trasporti, la Logistica e i Sistemi di Produzione;10.0;10025;12;M;47
2023/2024;1001;Genova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);11.0;11015;14;M;47
2023/2024;1001;Genova;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);10.0;10025;14;F;47
2023/2024;1001;Genova;L-18;Diritto ed Economia delle Imprese;11.0;11015;7;M;47
2023/2024;201;Piemonte Orientale;LM-77;Amministrazione, Professione e Persone;3.0;3106;7;M;47
2024/2025;1001;Genova;LM-4;Architectural Composition;10.0;10025;11;F;48
2024/2025;701;Aosta;L-36;Scienze Politiche e delle Relazioni Internazionali;7.0;7058;5;F;48
2024/2025;1001;Genova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);9.0;9056;14;M;48
2024/2025;101;Torino;LM-54;Chimica Clinica, Forense e dello Sport;1.0;1272;9;M;48
2024/2025;101;Torino;LM-70;Scienze Viticole ed Enologiche;5.0;5005;13;F;48
2024/2025;101;Torino;LMG/01;Giurisprudenza;4.0;4078;8;M;48
2024/2025;101;Torino;99999;Giurisprudenza;1.0;1272;8;M;48
2024/2025;101;Torino;99999;Lettere;1.0;1272;3;F;48
2024/2025;101;Torino;99999;Economia e commercio;1.0;1272;7;F;48
2024/2025;101;Torino;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);1.0;1272;14;M;48
2024/2025;1501;Milano;L-29;Scienze e Sicurezza Chimico-Tossicologiche dell'Ambiente;15.0;15146;9;F;48
2024/2025;1501;Milano;L/SNT2;Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale);15.0;15146;14;F;48
2024/2025;1202;Insubria;LM-77;Economia, Diritto e Finanza d'Impresa;12.0;12133;7;F;48
2024/2025;1202;Insubria;L-30;Fisica;13.0;13075;9;M;48
2024/2025;1504;Milano Cattolica;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);70.0;70006;14;F;48
2024/2025;1502;Milano Politecnico;LM-53;Materials Engineering And Nanotechnology;15.0;15146;12;F;48
2024/2025;2301;Verona;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);24.0;24116;14;M;48
2024/2025;2201;Trento;LM-53;Materials Engineering;22.0;22205;12;M;48
