ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL31;Maestro collaboratore;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;10
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;14
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;M;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLAVICEMBALO;-;Clavicembalo;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLAVICEMBALO;-;Clavicembalo;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Maestro collaboratore;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Maestro collaboratore;F;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;7
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);ORGANO E COMPOSIZIONE ORGANISTICA;-;Organo e composizione organistica;M;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;M;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;F;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);STRUMENTI A PERCUSSIONE;-;Strumenti a percussione;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;Arpa;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;16
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;F;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;Contrabbasso;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;9
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL55;Violino barocco;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;M;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;F;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);ARPA;-;Arpa;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CHITARRA;-;Chitarra;M;6
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CONTRABBASSO;-;Contrabbasso;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLA;-;Viola;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLA;-;Viola;F;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLA DA GAMBA;-;Viola da gamba;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLA DA GAMBA;-;Viola da gamba;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;F;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino barocco;F;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLONCELLO;-;Violoncello;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLONCELLO;-;Violoncello barocco;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);ARPA;-;Arpa;F;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CHITARRA;-;Chitarra;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CONTRABBASSO;-;Contrabbasso;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLA;-;Viola;F;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLINO;-;Violino;F;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLONCELLO;-;Violoncello;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLONCELLO;-;Violoncello;F;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;12
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;F;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;Direzione d'Orchestra;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;Direzione di Coro e Composizione corale;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione - Ind. Analitico - Compositivo;M;6
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione - Ind. Analitico - Compositivo;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione - Ind. Performance e composizione;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DIREZIONE D'ORCHESTRA;-;Direzione d'Orchestra;F;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA CORALE E DIREZIONE DI CORO;-;Composizione corale;M;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA CORALE E DIREZIONE DI CORO;-;Composizione corale;F;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);COMPOSIZIONE;-;Composizione;M;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Giovan B. Martini;BOLOGNA;7199;EMILIA ROMAGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);COMPOSIZIONE;-;Composizione;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;7
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;F;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;15
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto rinascimentale barocco;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto rinascimentale barocco;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA DA CAMERA;-;Musica da camera;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA DA CAMERA;-;Musica da camera;F;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA VOCALE DA CAMERA;-;Musica vocale da camera;F;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Musicoterapia;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICOTERAPIA;-;Musicoterapia;M;10
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Musicoterapia;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICOTERAPIA;-;Musicoterapia;F;25
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;Basso Elettrico;M;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;M;10
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;M;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;F;8
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;M;20
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;Contrabbasso Jazz;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;M;8
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;M;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Basso Elettrico;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Batteria e Percussioni Jazz;M;7
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Canto Jazz;F;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Chitarra Jazz;M;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Contrabbasso Jazz;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Flauto Jazz;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Flauto Jazz;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Pianoforte Jazz;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;5
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A FIATO;-;Strumenti a fiato;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);STRUMENTI A FIATO;-;Strumenti a fiato;F;4
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CLARINETTO;-;Clarinetto;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);FLAUTO;-;Flauto;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);OBOE;-;Oboe;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);SAXOFONO;-;Saxofono;M;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);TROMBA;-;Tromba e trombone;M;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;F;1
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;3
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;F;2
2017-2018;Conservatorio di Musica;Area Musicale/Coreutica;Girolamo Frescobaldi;FERRARA;7258;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;2
