ANNO_ACCADEMICO;REGIONE_ISTITUTO;TIPO_ISTITUTO;Area_Istituto;PROVENIENZA_STUDENTE;ISCR_ITALIANI;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;MOLISE;2;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;15;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;PUGLIA;25;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;18;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;SICILIA;22;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;TOSCANA;25;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;83;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;UMBRIA;7;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;VALLE D'AOSTA;1;;
2022-2023;VENETO;Accademia di Belle Arti statale;Area Artistica;VENETO;1310;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;10;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;4;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;13;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;12;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;119;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;88;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;14;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;7;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;89;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;23;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;6;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;21;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;27;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;Residenti all'Estero;1;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;19;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;27;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;24;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;29;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;6;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2022-2023;VENETO;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;1628;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;268;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;BASILICATA;3;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;7;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;LAZIO;50;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;MARCHE;3;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;MOLISE;2;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;PUGLIA;3;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;1;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;SICILIA;2;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;UMBRIA;2;;
2021-2022;ABRUZZO;Accademia di Belle Arti statale;Area Artistica;VENETO;1;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;669;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;10;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;3;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;11;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;2;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;158;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;3;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;45;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;26;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;1;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;32;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;2;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;8;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;3;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;12;;
2021-2022;ABRUZZO;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;4;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;ABRUZZO;109;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;BASILICATA;4;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;CAMPANIA;1;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;LAZIO;4;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;LOMBARDIA;1;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;MARCHE;6;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;MOLISE;10;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;PUGLIA;13;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;SICILIA;2;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;UMBRIA;2;;
2021-2022;ABRUZZO;Istituto superiore per le Industrie Artistiche;Area Artistica;VENETO;1;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;3;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;288;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;13;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;37;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;1;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;3;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;3;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;1;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;213;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;1;;
2021-2022;BASILICATA;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;1;;
2021-2022;BASILICATA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;6;;
2021-2022;BASILICATA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PUGLIA;9;;
2021-2022;CALABRIA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;551;;
2021-2022;CALABRIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;2;;
2021-2022;CALABRIA;Accademia di Belle Arti statale;Area Artistica;LAZIO;2;;
2021-2022;CALABRIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;1;;
2021-2022;CALABRIA;Accademia di Belle Arti statale;Area Artistica;SICILIA;69;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;5;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;1046;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;9;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;2;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;6;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;1;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;2;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;2;;
2021-2022;CALABRIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;39;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;ABRUZZO;3;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;BASILICATA;7;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CALABRIA;283;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CAMPANIA;11;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;EMILIA ROMAGNA;3;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LAZIO;4;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;MOLISE;4;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PUGLIA;34;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;SICILIA;123;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2021-2022;CALABRIA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VENETO;1;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;14;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;BASILICATA;31;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;36;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;3400;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;1;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;LAZIO;78;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;3;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;MARCHE;2;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;MOLISE;24;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;52;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;12;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;SICILIA;16;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;29;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;1;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;UMBRIA;5;;
2021-2022;CAMPANIA;Accademia di Belle Arti statale;Area Artistica;VENETO;1;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;3;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;24;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;53;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;3135;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;3;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;43;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;3;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;13;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;3;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;21;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;3;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;9;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;3;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;1;;
2021-2022;CAMPANIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;1;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;3;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;7;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;5;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;656;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;3;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LAZIO;6;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;1;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MARCHE;1;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MOLISE;4;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PUGLIA;16;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;2;;
2021-2022;CAMPANIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TOSCANA;2;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;37;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;BASILICATA;14;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;20;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;27;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;588;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;FRIULI VENEZIA GIULIA;34;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;LAZIO;43;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;LIGURIA;11;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;63;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;MARCHE;64;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;MOLISE;7;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;37;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;72;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;34;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;SICILIA;78;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;106;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;24;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;UMBRIA;21;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;VALLE D'AOSTA;3;;
2021-2022;EMILIA ROMAGNA;Accademia di Belle Arti statale;Area Artistica;VENETO;106;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;ABRUZZO;3;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;2;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;52;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;LAZIO;2;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;1;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;2;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;2;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;2;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;1;;
2021-2022;EMILIA ROMAGNA;Accademia Legalmente Riconosciuta;Area Artistica;TRENTINO-ALTO ADIGE;2;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;27;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;17;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;45;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;35;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;764;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;17;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;32;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;18;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;180;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;52;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;15;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;25;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;68;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;Residenti all'Estero;4;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;17;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;101;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;82;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;12;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;12;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;3;;
2021-2022;EMILIA ROMAGNA;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;68;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;ABRUZZO;6;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CALABRIA;3;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;CAMPANIA;5;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;EMILIA ROMAGNA;324;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;1;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LAZIO;5;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;LOMBARDIA;24;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;MARCHE;8;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;MOLISE;1;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PIEMONTE;3;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;PUGLIA;6;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;SARDEGNA;10;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;SICILIA;6;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;TOSCANA;13;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;UMBRIA;3;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2021-2022;EMILIA ROMAGNA;Istituto Musicale Pareggiato;Area Musicale/Coreutica;VENETO;5;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;ABRUZZO;7;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;CALABRIA;2;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;CAMPANIA;3;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;EMILIA ROMAGNA;101;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;LAZIO;3;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;LOMBARDIA;1;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;MARCHE;13;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;PIEMONTE;1;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;PUGLIA;7;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;SICILIA;1;;
2021-2022;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;UMBRIA;1;;
2021-2022;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;4;;
2021-2022;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;1;;
2021-2022;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;2;;
2021-2022;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;8;;
2021-2022;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;242;;
