ANNO_ACCADEMICO;COD_Ateneo;NOME_ATENEO;CODICE_CLASSE;DESCRIZIONE_CLASSE;CONTRIBUZIONE_LAUREA;CONTRIBUZIONE_DOTTORATO;CONTRIBUZIONE_SPECIALIZZAZIONE;CONTRIBUZIONE_MASTER
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";20 ;da 6.000,01 a 8.000,00;19;0;0;0
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";21b;oltre 10.000,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;00 ;contribuzione non prevista (esclusi esoneri);0;3;0;16
2023-2024;05817;Roma - Link Campus University;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;05817;Roma - Link Campus University;01 ;da 0,01 a 100,00 (esclusi esoneri);1;0;0;0
2023-2024;05817;Roma - Link Campus University;02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;03 ;da 200,01 a 300,00;1;0;0;0
2023-2024;05817;Roma - Link Campus University;04 ;da 300,01 a 400,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;05 ;da 400,01 a 500,00;1;0;0;0
2023-2024;05817;Roma - Link Campus University;06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;08 ;da 700,01 a 800,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;09 ;da 800,01 a 900,00;0;2;0;0
2023-2024;05817;Roma - Link Campus University;10 ;da 900,01 a 1.000,00;0;4;0;1
2023-2024;05817;Roma - Link Campus University;11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;11c;da 1.200,01 a 1.300,00;0;9;0;3
2023-2024;05817;Roma - Link Campus University;11d;da 1.300,01 a 1.400,00;0;0;0;1
2023-2024;05817;Roma - Link Campus University;11e;da 1.400,01 a 1.500,00;1;0;0;1
2023-2024;05817;Roma - Link Campus University;12a;da 1.500,01 a 1.600,00;0;0;0;2
2023-2024;05817;Roma - Link Campus University;12b;da 1.600,01 a 1.700,00;2;0;0;0
2023-2024;05817;Roma - Link Campus University;12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;05817;Roma - Link Campus University;12d;da 1.800,01 a 1.900,00;1;0;0;0
2023-2024;05817;Roma - Link Campus University;12e;da 1.900,01 a 2.000,00;3;0;0;0
2023-2024;05817;Roma - Link Campus University;13 ;da 2.000,01 a 2.500,00;10;0;0;0
2023-2024;05817;Roma - Link Campus University;14 ;da 2.500,01 a 3.000,00;6;2;0;0
2023-2024;05817;Roma - Link Campus University;15 ;da 3.000,01 a 3.500,00;15;3;0;1
2023-2024;05817;Roma - Link Campus University;16 ;da 3.500,01 a 4.000,00;14;0;0;2
2023-2024;05817;Roma - Link Campus University;17 ;da 4.000,01 a 4.500,00;60;0;0;0
2023-2024;05817;Roma - Link Campus University;18 ;da 4.500,01 a 5.000,00;34;0;0;8
2023-2024;05817;Roma - Link Campus University;19 ;da 5.000,01 a 6.000,00;128;0;0;4
2023-2024;05817;Roma - Link Campus University;20 ;da 6.000,01 a 8.000,00;296;0;0;2
2023-2024;05817;Roma - Link Campus University;21a;da 8.000,01 a 10.000,00;123;0;0;1
2023-2024;05817;Roma - Link Campus University;21b;oltre 10.000,00;64;0;0;4
2023-2024;05818;Roma - Saint Camillus International;00 ;contribuzione non prevista (esclusi esoneri);0;0;1;547
2023-2024;05818;Roma - Saint Camillus International;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;1
2023-2024;05818;Roma - Saint Camillus International;02 ;da 100,01 a 200,00;1;0;0;40
2023-2024;05818;Roma - Saint Camillus International;03 ;da 200,01 a 300,00;0;0;0;10
2023-2024;05818;Roma - Saint Camillus International;04 ;da 300,01 a 400,00;0;0;0;195
2023-2024;05818;Roma - Saint Camillus International;05 ;da 400,01 a 500,00;0;0;0;148
2023-2024;05818;Roma - Saint Camillus International;06 ;da 500,01 a 600,00;0;0;0;757
2023-2024;05818;Roma - Saint Camillus International;07 ;da 600,01 a 700,00;0;0;0;3475
2023-2024;05818;Roma - Saint Camillus International;08 ;da 700,01 a 800,00;0;0;0;4
2023-2024;05818;Roma - Saint Camillus International;09 ;da 800,01 a 900,00;0;0;0;456
2023-2024;05818;Roma - Saint Camillus International;10 ;da 900,01 a 1.000,00;1;0;0;41
2023-2024;05818;Roma - Saint Camillus International;11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;11b;da 1.100,01 a 1.200,00;2;0;0;0
2023-2024;05818;Roma - Saint Camillus International;11c;da 1.200,01 a 1.300,00;8;0;0;0
2023-2024;05818;Roma - Saint Camillus International;11d;da 1.300,01 a 1.400,00;3;0;0;2
2023-2024;05818;Roma - Saint Camillus International;11e;da 1.400,01 a 1.500,00;68;0;0;0
2023-2024;05818;Roma - Saint Camillus International;12a;da 1.500,01 a 1.600,00;0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;12b;da 1.600,01 a 1.700,00;0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;12d;da 1.800,01 a 1.900,00;0;0;0;0
2023-2024;05818;Roma - Saint Camillus International;12e;da 1.900,01 a 2.000,00;2;0;0;8
2023-2024;05818;Roma - Saint Camillus International;13 ;da 2.000,01 a 2.500,00;381;0;0;88
2023-2024;05818;Roma - Saint Camillus International;14 ;da 2.500,01 a 3.000,00;127;0;5;2
2023-2024;05818;Roma - Saint Camillus International;15 ;da 3.000,01 a 3.500,00;9;0;0;136
2023-2024;05818;Roma - Saint Camillus International;16 ;da 3.500,01 a 4.000,00;128;0;0;178
2023-2024;05818;Roma - Saint Camillus International;17 ;da 4.000,01 a 4.500,00;4;0;0;0
2023-2024;05818;Roma - Saint Camillus International;18 ;da 4.500,01 a 5.000,00;6;0;0;11
2023-2024;05818;Roma - Saint Camillus International;19 ;da 5.000,01 a 6.000,00;121;0;0;22
2023-2024;05818;Roma - Saint Camillus International;20 ;da 6.000,01 a 8.000,00;23;0;0;37
2023-2024;05818;Roma - Saint Camillus International;21a;da 8.000,01 a 10.000,00;19;0;0;0
2023-2024;05818;Roma - Saint Camillus International;21b;oltre 10.000,00;2174;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;04 ;da 300,01 a 400,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;05 ;da 400,01 a 500,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;08 ;da 700,01 a 800,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;09 ;da 800,01 a 900,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;10 ;da 900,01 a 1.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;11e;da 1.400,01 a 1.500,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;12a;da 1.500,01 a 1.600,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;12b;da 1.600,01 a 1.700,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;12d;da 1.800,01 a 1.900,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;13 ;da 2.000,01 a 2.500,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;14 ;da 2.500,01 a 3.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;05819;Roma - CASD - Centro Alti Studi per la Difesa;21b;oltre 10.000,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;00a;contribuzione finanziata da enti esterni;0;0;0;100
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;01 ;da 0,01 a 100,00 (esclusi esoneri);52;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;02 ;da 100,01 a 200,00;602;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;03 ;da 200,01 a 300,00;178;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;04 ;da 300,01 a 400,00;173;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;05 ;da 400,01 a 500,00;104;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;06 ;da 500,01 a 600,00;114;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;07 ;da 600,01 a 700,00;135;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;08 ;da 700,01 a 800,00;108;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;09 ;da 800,01 a 900,00;68;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;10 ;da 900,01 a 1.000,00;110;0;0;51
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;11a;da 1.000,01 a 1.100,00;72;0;0;64
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;11b;da 1.100,01 a 1.200,00;158;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;11c;da 1.200,01 a 1.300,00;76;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;11d;da 1.300,01 a 1.400,00;59;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;11e;da 1.400,01 a 1.500,00;120;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;12a;da 1.500,01 a 1.600,00;46;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;12b;da 1.600,01 a 1.700,00;51;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;12c;da 1.700,01 a 1.800,00;61;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;12d;da 1.800,01 a 1.900,00;52;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;12e;da 1.900,01 a 2.000,00;295;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;13 ;da 2.000,01 a 2.500,00;564;0;0;20
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;14 ;da 2.500,01 a 3.000,00;0;0;0;2
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;21b;oltre 10.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;00 ;contribuzione non prevista (esclusi esoneri);0;7;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;00a;contribuzione finanziata da enti esterni;9;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;02 ;da 100,01 a 200,00;74;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;03 ;da 200,01 a 300,00;10;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;04 ;da 300,01 a 400,00;3;0;0;34
2023-2024;06201;Benevento - Università degli studi del Sannio;05 ;da 400,01 a 500,00;95;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;06 ;da 500,01 a 600,00;56;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;07 ;da 600,01 a 700,00;40;0;0;24
2023-2024;06201;Benevento - Università degli studi del Sannio;08 ;da 700,01 a 800,00;59;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;09 ;da 800,01 a 900,00;65;0;0;12
2023-2024;06201;Benevento - Università degli studi del Sannio;10 ;da 900,01 a 1.000,00;83;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;11a;da 1.000,01 a 1.100,00;71;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;11b;da 1.100,01 a 1.200,00;44;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;11c;da 1.200,01 a 1.300,00;92;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;11d;da 1.300,01 a 1.400,00;158;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;11e;da 1.400,01 a 1.500,00;175;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;12a;da 1.500,01 a 1.600,00;110;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;12b;da 1.600,01 a 1.700,00;98;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;12c;da 1.700,01 a 1.800,00;381;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;12d;da 1.800,01 a 1.900,00;242;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;13 ;da 2.000,01 a 2.500,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;14 ;da 2.500,01 a 3.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;21b;oltre 10.000,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";01 ;da 0,01 a 100,00 (esclusi esoneri);1;0;0;585
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";02 ;da 100,01 a 200,00;1;0;0;52
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";04 ;da 300,01 a 400,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";05 ;da 400,01 a 500,00;7;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";08 ;da 700,01 a 800,00;2;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";09 ;da 800,01 a 900,00;33;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";10 ;da 900,01 a 1.000,00;10;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";11b;da 1.100,01 a 1.200,00;26;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";11c;da 1.200,01 a 1.300,00;2;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";11e;da 1.400,01 a 1.500,00;9;0;0;4
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";12a;da 1.500,01 a 1.600,00;6;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";12b;da 1.600,01 a 1.700,00;30;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";12c;da 1.700,01 a 1.800,00;3;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";12d;da 1.800,01 a 1.900,00;4;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";12e;da 1.900,01 a 2.000,00;147;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";13 ;da 2.000,01 a 2.500,00;668;0;0;1
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";14 ;da 2.500,01 a 3.000,00;960;0;0;254
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";15 ;da 3.000,01 a 3.500,00;142;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";16 ;da 3.500,01 a 4.000,00;2;0;0;1
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";17 ;da 4.000,01 a 4.500,00;1;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";19 ;da 5.000,01 a 6.000,00;0;0;0;105
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";21b;oltre 10.000,00;0;0;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";00a;contribuzione finanziata da enti esterni;126;0;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";01 ;da 0,01 a 100,00 (esclusi esoneri);514;0;0;36
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";02 ;da 100,01 a 200,00;58;717;0;72
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";03 ;da 200,01 a 300,00;1482;0;1;1
