ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE;INTERVENTI_MASTER
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);49;33;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;125;0;N;0;N
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;92;86;2;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;18;17;2;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;18;17;2;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;16;16;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;10;10;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;215;24;0;0;49
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;22;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;14,17;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0,5;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;62,67;0;0
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;8,66;0;86
2023-2024;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;11;0;14
2023-2024;06201;Benevento - Università degli studi del Sannio;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;10;6;4;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);37;0;19;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;1;0;3;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;1;0;3;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;18;;
2023-2024;06201;Benevento - Università degli studi del Sannio;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);93;59;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;31;31;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;65;1;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;26;0;2;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;26;0;2;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;26;0;2;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;26;0;2;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;26;0;2;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;958;9;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;26;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;7;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;49;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;2;0;0
2023-2024;06201;Benevento - Università degli studi del Sannio;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;4;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);8;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;8;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);4;2;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;0;0;0
2023-2024;06202;"Benevento - Università telematica ""Giustino Fortunato""";116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;0;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;233;3;109;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);980;9;437;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;3;0;0;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;72;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;435;;
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);673;105;0;0;0
2023-2024;06301;"Napoli - Università degli studi ""Federico II""";063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;15;15;0;0;0
