STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2021,,246.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RO,Romania,2022,,279.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2017,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2019,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,RS,Serbia,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2017,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2018,,13.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2019,,13.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2020,,13.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2021,,14.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SE,Sweden,2022,,14.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2013,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2014,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2015,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2016,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2017,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2018,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2019,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2020,,28.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2021,,34.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SI,Slovenia,2022,,35.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SK,Slovakia,2015,,49.6,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SK,Slovakia,2021,,37.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,SK,Slovakia,2022,,47.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2015,,9488.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2016,,9365.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2017,,8704.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2018,,8305.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2019,,7246.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2020,,6047.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2021,,5884.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,TR,Türkiye,2022,,6774.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2013,,12415.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2014,,9977.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2015,,11115.7,,b,break in time series,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2016,,10378.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2017,,9701.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2018,,11511.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_IND,Private government independent institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,UK,United Kingdom,2019,,12033.6,,,,,
