AnnoA;AteneoNOME;CorsoTIPO;ClasseNUMERO;ClasseNOME;SESSO;Isc
2016/2017;Roma Tre;Laurea Magistrale - dm 270/04;LM-78;Scienze filosofiche;F;31
2016/2017;Roma UNINETTUNO - telematica;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;31
2016/2017;Salerno;Laurea - dm 270/04;L-35;Scienze matematiche;M;31
2016/2017;Roma UNICUSANO - telematica;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;30
2016/2017;Salento;Laurea - dm 270/04;L-1;Beni culturali;M;30
2016/2017;Sassari;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;30
2016/2017;Sannio;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;30
2016/2017;Salerno;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;F;30
2016/2017;Roma Tor Vergata;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;30
2016/2017;Roma Tor Vergata;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;30
2016/2017;Roma Tor Vergata;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;F;30
2016/2017;Roma Tre;Laurea - dm 270/04;L-42;Storia;F;30
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-1;Antropologia culturale ed etnologia;F;30
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-24;Ingegneria dei sistemi edilizi;M;30
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;F;30
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;F;30
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-82;Scienze statistiche;M;30
2016/2017;Roma LUMSA;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;30
2016/2017;Udine;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;30
2016/2017;Udine;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;30
2016/2017;Udine;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;30
2016/2017;Verona;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;30
2016/2017;Venezia Iuav;Laurea Magistrale - dm 270/04;LM-48;Pianificazione territoriale urbanistica e ambientale;M;30
2016/2017;Verona;Laurea Magistrale - dm 270/04;LM-87;Servizio sociale e politiche sociali;F;30
2016/2017;Torino;Laurea Magistrale - dm 270/04;LM-69;Scienze e tecnologie agrarie;M;30
2016/2017;Trieste;Laurea - dm 270/04;L-9;Ingegneria industriale;F;30
2016/2017;Trieste;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;30
2016/2017;Trento;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;30
2016/2017;Trento;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;30
2016/2017;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;F;30
2016/2017;Modena e Reggio Emilia;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;F;30
2016/2017;Milano Cattolica;Laurea - dm 270/04;L-35;Scienze matematiche;M;30
2016/2017;Padova;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;30
2016/2017;Padova;Laurea - dm 270/04;L-34;Scienze geologiche;F;30
2016/2017;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;M;30
2016/2017;Napoli Benincasa;Laurea - dm 270/04;L-1;Beni culturali;M;30
2016/2017;Pisa;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;30
2016/2017;Pisa;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;F;30
2016/2017;Pisa;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;30
2016/2017;Piemonte Orientale;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;F;30
2016/2017;Piemonte Orientale;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;30
2016/2017;Piemonte Orientale;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;30
2016/2017;Perugia;Laurea Magistrale - dm 270/04;LM-88;Sociologia e ricerca sociale;F;30
2016/2017;Perugia;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;M;30
2016/2017;Pavia;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;30
2016/2017;Padova;Laurea Magistrale - dm 270/04;LM-81;Scienze per la cooperazione allo sviluppo;F;30
2016/2017;Padova;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;30
2016/2017;Padova;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;30
2016/2017;Padova;Laurea Magistrale - dm 270/04;LM-26;Ingegneria della sicurezza;M;30
2016/2017;Palermo;Laurea - dm 270/04;L-35;Scienze matematiche;F;30
2016/2017;Padova;Laurea Magistrale - dm 270/04;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;M;30
2016/2017;Parma;Laurea - dm 270/04;L-2;Biotecnologie;M;30
2016/2017;Parma;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;30
2016/2017;Calabria;Laurea - dm 270/04;L-34;Scienze geologiche;M;30
2016/2017;Cagliari;Laurea Magistrale - dm 270/04;LM-63;Scienze delle pubbliche amministrazioni;F;30
2016/2017;Catanzaro;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;30
2016/2017;Cassino;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;30
2016/2017;Cassino;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;F;30
2016/2017;Catania;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;30
2016/2017;Catania;Laurea - dm 270/04;L-35;Scienze matematiche;F;30
2016/2017;Cagliari;Laurea - dm 270/04;L-5;Filosofia;F;30
2016/2017;Firenze;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;M;30
2016/2017;Firenze IUL - telematica;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;30
2016/2017;Genova;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;30
2016/2017;Foggia;Laurea Magistrale - dm 270/04;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;30
2016/2017;Ferrara;Laurea Magistrale - dm 270/04;LM-2;Archeologia;F;30
2016/2017;Messina;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;30
2016/2017;Messina;Laurea - dm 270/04;L-15;Scienze del turismo;F;30
2016/2017;Basilicata;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;30
2016/2017;Basilicata;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;29
2016/2017;Bari;Laurea Magistrale - dm 270/04;LM-18;Informatica;M;29
2016/2017;Bari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;F;29
2016/2017;Messina;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;29
2016/2017;Insubria;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;29
2016/2017;Insubria;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;29
2016/2017;Macerata;Laurea - dm 270/04;L-5;Filosofia;F;29
2016/2017;Firenze;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;29
2016/2017;Genova;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;29
2016/2017;Genova;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;29
2016/2017;Genova;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;M;29
2016/2017;Genova;Laurea Magistrale - dm 270/04;LM-3;Architettura del paesaggio;M;29
2016/2017;Cagliari;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;29
2016/2017;Ca' Foscari Venezia;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;29
2016/2017;Brescia;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;29
2016/2017;Bolzano;Laurea - dm 270/04;L-39;Servizio sociale;F;29
2016/2017;Brescia;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;29
2016/2017;Bergamo;Laurea - dm 270/04;L-5;Filosofia;M;29
2016/2017;Catania;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;29
2016/2017;Catanzaro;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;29
2016/2017;Cagliari;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;M;29
2016/2017;Calabria;Laurea - dm 270/04;L-35;Scienze matematiche;M;29
2016/2017;Calabria;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;F;29
2016/2017;Camerino;Laurea Magistrale - dm 270/04;LM-6;Biologia;M;29
2016/2017;Camerino;Laurea - dm 270/04;L-35;Scienze matematiche;F;29
2016/2017;Parma;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;29
2016/2017;Parma;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;29
2016/2017;Palermo;Laurea - dm 270/04;L-1;Beni culturali;M;29
2016/2017;Pavia;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;M;29
2016/2017;Perugia;Laurea - dm 270/04;L-10;Lettere;M;29
2016/2017;Perugia;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;M;29
2016/2017;Reggio Calabria;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;29
2016/2017;Reggio Calabria;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;29
2016/2017;Pisa;Laurea Magistrale - dm 270/04;LM-61;Scienze della nutrizione umana;M;29
2016/2017;Napoli Benincasa;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;29
2016/2017;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-25;Ingegneria dell'automazione;M;29
2016/2017;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;F;29
2016/2017;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;F;29
2016/2017;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;F;29
2016/2017;Napoli Vanvitelli;Laurea - dm 270/04;L-10;Lettere;M;29
2016/2017;Milano;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;F;29
2016/2017;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;29
2016/2017;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-16;Finanza;M;29
2016/2017;Molise;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;29
2016/2017;Molise;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;F;29
2016/2017;Milano San Raffaele;Laurea Magistrale - dm 270/04;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;F;29
2016/2017;Trento;Laurea Magistrale - dm 270/04;LM-16;Finanza;M;29
2016/2017;Torino Politecnico;Laurea Magistrale - dm 270/04;LM-25;Ingegneria dell'automazione;F;29
2016/2017;Torino;Laurea Magistrale - dm 270/04;LM-81;Scienze per la cooperazione allo sviluppo;F;29
2016/2017;Torino;Laurea Magistrale - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;M;29
2016/2017;Verona;Laurea Magistrale - dm 270/04;LM-68;Scienze e tecniche dello sport;M;29
2016/2017;Udine;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;M;29
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-84;Scienze storiche;F;29
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-65;Scienze dello spettacolo e produzione multimediale;M;29
2016/2017;Roma La Sapienza;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;M;29
2016/2017;Roma Tor Vergata;Laurea Magistrale - dm 270/04;LM-90;Studi europei;F;29
2016/2017;Roma LUMSA;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;29
2016/2017;Salerno;Laurea - dm 270/04;L-5;Filosofia;M;29
2016/2017;Siena;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;29
2016/2017;Roma UNINETTUNO - telematica;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;29
2016/2017;Salerno;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;M;29
2016/2017;Salerno;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;M;29
2016/2017;Salento;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;29
2016/2017;Salento;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;F;28
2016/2017;Salento;Laurea - dm 270/04;L-35;Scienze matematiche;F;28
2016/2017;Salento;Laurea Magistrale - dm 270/04;LM-78;Scienze filosofiche;F;28
2016/2017;Roma UNICUSANO - telematica;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;28
2016/2017;Roma Tre;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;28
2016/2017;Siena;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;28
2016/2017;Sassari;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;28
2016/2017;Roma Marconi - telematica;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;28
2016/2017;Roma Tre;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;28
2016/2017;Roma Tre;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;M;28
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-63;Scienze delle pubbliche amministrazioni;M;28
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;M;28
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-12;Design;M;28
2016/2017;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-18;Informatica;F;28
2016/2017;Udine;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;28
2016/2017;Torino;Laurea Magistrale - dm 270/04;LM-1;Antropologia culturale ed etnologia;M;28
2016/2017;Torino;Laurea Magistrale - dm 270/04;LM-63;Scienze delle pubbliche amministrazioni;M;28
2016/2017;Torino;Laurea Magistrale - dm 270/04;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;M;28
2016/2017;Siena;Laurea Magistrale - dm 270/04;LM-6;Biologia;M;28
2016/2017;Teramo;Laurea Magistrale - dm 270/04;LM-63;Scienze delle pubbliche amministrazioni;F;28
2016/2017;Trento;Laurea - dm 270/04;L-2;Biotecnologie;M;28
2016/2017;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-28;Ingegneria elettrica;F;28
2016/2017;Milano Politecnico;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;28
2016/2017;Milano Cattolica;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;M;28
2016/2017;Milano IULM;Laurea - dm 270/04;L-15;Scienze del turismo;M;28
2016/2017;Milano Bicocca;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;M;28
2016/2017;Napoli Pegaso - telematica;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;M;28
2016/2017;Napoli Pegaso - telematica;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;28
2016/2017;Napoli Vanvitelli;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;28
2016/2017;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;F;28
2016/2017;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-62;Scienze della politica;M;28
2016/2017;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;M;28
2016/2017;Napoli L'Orientale;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;28
2016/2017;Napoli Benincasa;Laurea Magistrale - dm 270/04;LM-2;Archeologia;F;28
2016/2017;Pisa;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;M;28
2016/2017;Reggio Calabria;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;M;28
2016/2017;Pavia;Laurea Magistrale - dm 270/04;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;28
2016/2017;Palermo;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;28
2016/2017;Palermo;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;28
2016/2017;Padova;Laurea Magistrale - dm 270/04;LM-73;Scienze e tecnologie forestali ed ambientali;F;28
2016/2017;Padova;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;M;28
2016/2017;Parma;Laurea - dm 270/04;L-10;Lettere;M;28
2016/2017;Cassino;Laurea - dm 270/04;L-11;Lingue e culture moderne;M;28
2016/2017;Calabria;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;28
2016/2017;Calabria;Laurea - dm 270/04;L-42;Storia;F;28
2016/2017;Cagliari;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;F;28
2016/2017;Chieti e Pescara;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;F;28
2016/2017;Catanzaro;Laurea Magistrale - dm 270/04;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;F;28
2016/2017;Chieti e Pescara;Laurea - dm 270/04;L/SNT4;Professioni sanitarie della prevenzione;F;28
2016/2017;Catania;Laurea Magistrale - dm 270/04;LM-65;Scienze dello spettacolo e produzione multimediale;F;28
2016/2017;Catania;Laurea Magistrale - dm 270/04;LM-6;Biologia;M;28
2016/2017;Castellanza LIUC;Laurea - dm 270/04;L-9;Ingegneria industriale;F;28
2016/2017;Cassino;Laurea Magistrale - dm 270/04;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;28
2016/2017;Bergamo;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;F;28
2016/2017;Bergamo;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;28
2016/2017;Bologna;Laurea - dm 270/04;L-1;Beni culturali;M;28
2016/2017;Bologna;Laurea Magistrale - dm 270/04;LM-24;Ingegneria dei sistemi edilizi;M;28
2016/2017;Bologna;Laurea Magistrale - dm 270/04;LM-17;Fisica;F;28
2016/2017;Bolzano;Laurea - dm 270/04;L-9;Ingegneria industriale;M;28
2016/2017;Brescia;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;28
2016/2017;Ca' Foscari Venezia;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;F;28
2016/2017;Cagliari;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;28
2016/2017;Genova;Laurea - dm 270/04;L-34;Scienze geologiche;M;28
2016/2017;Foggia;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;28
2016/2017;Foggia;Laurea - dm 270/04;L-10;Lettere;M;28
2016/2017;Firenze;Laurea - dm 270/04;L-34;Scienze geologiche;M;28
2016/2017;Ferrara;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;F;28
2016/2017;Ferrara;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;28
2016/2017;Ferrara;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;28
2016/2017;L'Aquila;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;28
2016/2017;Insubria;Laurea - dm 270/04;L-2;Biotecnologie;M;28
2016/2017;Marche;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;F;28
2016/2017;Milano;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;28
2016/2017;Bari;Laurea Magistrale - dm 270/04;LM-63;Scienze delle pubbliche amministrazioni;F;28
2016/2017;Bari;Laurea - dm 270/04;L-34;Scienze geologiche;M;28
2016/2017;Basilicata;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;28
2016/2017;Bari Politecnico;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;F;28
2016/2017;Bari;Laurea - dm 270/04;L-35;Scienze matematiche;F;27
2016/2017;Bari;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;27
2016/2017;Bari;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;27
2016/2017;Milano;Laurea - dm 270/04;L-34;Scienze geologiche;F;27
2016/2017;Messina;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;27
2016/2017;Insubria;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;27
2016/2017;Genova;Laurea Magistrale - dm 270/04;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;F;27
2016/2017;Genova;Laurea Magistrale - dm 270/04;LM-3;Architettura del paesaggio;F;27
2016/2017;Genova;Laurea Magistrale - dm 270/04;LM-78;Scienze filosofiche;M;27
2016/2017;L'Aquila;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;27
2016/2017;Macerata;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;27
2016/2017;Enna KORE;Laurea - dm 270/04;L-39;Servizio sociale;F;27
2016/2017;Firenze;Laurea Magistrale - dm 270/04;LM-69;Scienze e tecnologie agrarie;M;27
2016/2017;Firenze;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;M;27
2016/2017;Genova;Laurea - dm 270/04;L-15;Scienze del turismo;M;27
2016/2017;Bologna;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;F;27
2016/2017;Bologna;Laurea Magistrale - dm 270/04;LM-71;Scienze e tecnologie della chimica industriale;F;27
2016/2017;Bologna;Laurea Magistrale - dm 270/04;LM-57;Scienze dell'educazione degli adulti e della formazione continua;F;27
2016/2017;Bologna;Laurea - dm 270/04;L-12;Mediazione linguistica;M;27
2016/2017;Calabria;Laurea - dm 270/04;L-1;Beni culturali;F;27
2016/2017;Calabria;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;M;27
2016/2017;Calabria;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;M;27
2016/2017;Calabria;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;F;27
2016/2017;Cassino;Laurea - dm 270/04;L-10;Lettere;M;27
2016/2017;Parma;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;27
2016/2017;Parma;Laurea Magistrale - dm 270/04;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;F;27
2016/2017;Parma;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;F;27
