ANNO_ACCADEMICO;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;1;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;3;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;4;1;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903701;"Fondazione Accademia Internazionale ""Incontri col Maestro"" di Imola";AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);1;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;1;Borse di studio - N° domande;29;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;2;Borse di studio - N° idonei (beneficiari e non beneficiari);28;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);28;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;6;Mobilità internazionale - N° domande contributi;1;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;6;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;4;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;4;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;13;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;4;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;11;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;903702;Scuola Superiore per Mediatori Linguistici CIELS Bologna;MedLinguistici;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);5;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;1;Borse di studio - N° domande;16;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;2;Borse di studio - N° idonei (beneficiari e non beneficiari);15;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);15;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;6;Mobilità internazionale - N° domande contributi;2;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;7;Mobilità internazionale - N° contributi concessi;2;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;8;Mobilità internazionale - N° complessivo di mesi in mobilità;10;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;12;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;2;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;1;0;;
2024-2025 ;08;Emilia-Romagna;0800;ER.GO - Emilia Romagna;909901;Scuola Superiore per Mediatori Linguistici (San Pellegrino) di MISANO ADRIATICO (RN);MedLinguistici;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);2;0;;
