Year,Series,Subject,Region,Local authority,Sex,Ethnicity,Ethnic group,Special educational needs (SEN) status,Disadvantaged status,Free school meal status,First language,Unit measure,Observation status,GeoCode,Value
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,Black,,,,,,Percentage (%),Normal value,E12000007,90.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,Mixed,,,,,,Percentage (%),Normal value,E12000007,90.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000007,67.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,White,,,,,,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,All SEN,,,,Percentage (%),Normal value,E12000007,33.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,No SEN,,,,Percentage (%),Normal value,E12000007,88.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,70.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,84.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,55.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,83.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,82.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Female,,,,,,,Percentage (%),Normal value,E12000007,82.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,84.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,Asian,,,,,,Percentage (%),Normal value,E12000007,81.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,Black,,,,,,Percentage (%),Normal value,E12000007,82.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,Mixed,,,,,,Percentage (%),Normal value,E12000007,73.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000007,50.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,White,,,,,,Percentage (%),Normal value,E12000007,74.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,All SEN,,,,Percentage (%),Normal value,E12000007,42.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,No SEN,,,,Percentage (%),Normal value,E12000007,83.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,57.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,50.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,75.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,Male,,,,,,,Percentage (%),Normal value,E12000007,76.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,79.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,Asian,,,,,,Percentage (%),Normal value,E12000007,85.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,Black,,,,,,Percentage (%),Normal value,E12000007,86.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,Mixed,,,,,,Percentage (%),Normal value,E12000007,82.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,Unclassified,,,,,,Percentage (%),Normal value,E12000007,59.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,White,,,,,,Percentage (%),Normal value,E12000007,76.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,All SEN,,,,Percentage (%),Normal value,E12000007,39.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,No SEN,,,,Percentage (%),Normal value,E12000007,85.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,63.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,81.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,52.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,79.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Bexley,,,,,,,,Percentage (%),Normal value,E12000007,79.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,73.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,Asian,,,,,,Percentage (%),Normal value,E12000007,84.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,Black,,,,,,Percentage (%),Normal value,E12000007,83.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,Mixed,,,,,,Percentage (%),Normal value,E12000007,79.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000007,24.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,White,,,,,,Percentage (%),Normal value,E12000007,77.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,All SEN,,,,Percentage (%),Normal value,E12000007,34.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,No SEN,,,,Percentage (%),Normal value,E12000007,84.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,70.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,51.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,85.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Female,,,,,,,Percentage (%),Normal value,E12000007,79.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,60.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,Asian,,,,,,Percentage (%),Normal value,E12000007,71.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,Black,,,,,,Percentage (%),Normal value,E12000007,68.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,Mixed,,,,,,Percentage (%),Normal value,E12000007,75.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000007,24.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,White,,,,,,Percentage (%),Normal value,E12000007,69.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,All SEN,,,,Percentage (%),Normal value,E12000007,34.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,No SEN,,,,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,60.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,69.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,38.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,75.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,66.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,Male,,,,,,,Percentage (%),Normal value,E12000007,68.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,66.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,Asian,,,,,,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,Black,,,,,,Percentage (%),Normal value,E12000007,75.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,Mixed,,,,,,Percentage (%),Normal value,E12000007,77.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,Unclassified,,,,,,Percentage (%),Normal value,E12000007,24.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,White,,,,,,Percentage (%),Normal value,E12000007,73.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,All SEN,,,,Percentage (%),Normal value,E12000007,34.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,No SEN,,,,Percentage (%),Normal value,E12000007,81.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,64.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,75.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,45.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,72.0
2018 to 2019,Attainment at age 7,Reading,London,Brent,,,,,,,,Percentage (%),Normal value,E12000007,74.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,76.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,Asian,,,,,,Percentage (%),Normal value,E12000007,90.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,Black,,,,,,Percentage (%),Normal value,E12000007,83.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,Mixed,,,,,,Percentage (%),Normal value,E12000007,87.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000007,70.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,White,,,,,,Percentage (%),Normal value,E12000007,84.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,All SEN,,,,Percentage (%),Normal value,E12000007,33.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,No SEN,,,,Percentage (%),Normal value,E12000007,89.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,69.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,86.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,60.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,85.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,85.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Female,,,,,,,Percentage (%),Normal value,E12000007,84.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,Asian,,,,,,Percentage (%),Normal value,E12000007,90.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,Black,,,,,,Percentage (%),Normal value,E12000007,68.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,Mixed,,,,,,Percentage (%),Normal value,E12000007,73.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000007,59.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,White,,,,,,Percentage (%),Normal value,E12000007,76.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,All SEN,,,,Percentage (%),Normal value,E12000007,35.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,No SEN,,,,Percentage (%),Normal value,E12000007,86.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,52.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,59.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,76.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,77.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,Male,,,,,,,Percentage (%),Normal value,E12000007,76.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,77.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,Asian,,,,,,Percentage (%),Normal value,E12000007,90.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,Black,,,,,,Percentage (%),Normal value,E12000007,76.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,Mixed,,,,,,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,Unclassified,,,,,,Percentage (%),Normal value,E12000007,65.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,White,,,,,,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,All SEN,,,,Percentage (%),Normal value,E12000007,35.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,No SEN,,,,Percentage (%),Normal value,E12000007,87.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,60.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,82.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,59.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,81.0
2018 to 2019,Attainment at age 7,Reading,London,Bromley,,,,,,,,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,Asian,,,,,,Percentage (%),Normal value,E12000007,75.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,Black,,,,,,Percentage (%),Normal value,E12000007,77.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,Mixed,,,,,,Percentage (%),Normal value,E12000007,81.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000007,82.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,White,,,,,,Percentage (%),Normal value,E12000007,80.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,,,All SEN,,,,Percentage (%),Normal value,E12000007,36.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,,,No SEN,,,,Percentage (%),Normal value,E12000007,87.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,73.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,81.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,57.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,78.0
2018 to 2019,Attainment at age 7,Reading,London,Camden,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,80.0
